essay_id,depth_mean,depth_max,depth_list,breadth_mean,breadth_max,breadth_list,total_nodes_mean,total_nodes_max,total_nodes_list,max_branching_factor_mean,max_branching_factor_max,max_branching_factor_list,CEFR
AR_gpt-4o_15_69_1374,9.142857142857142,15,"8,8,10,9,10,7,7,9,11,11,8,5,10,15",4.928571428571429,8,"5,3,5,6,8,5,6,4,5,4,6,5,4,3",21.357142857142858,33,"24,15,24,19,29,13,22,13,33,28,16,14,21,28",4.714285714285714,8,"5,2,5,6,8,5,6,4,4,4,6,5,3,3",B2
AR_gpt-4o_15_69_1375,9.545454545454545,13,"7,7,11,9,8,9,13,13,10,10,8",5.363636363636363,7,"5,6,7,6,4,6,4,5,4,7,5",24.818181818181817,37,"21,19,37,23,17,28,26,35,14,27,26",5.0,7,"5,6,5,6,4,6,4,4,4,7,4",B2
AR_gpt-4o_15_69_1376,9.666666666666666,13,"8,10,9,7,11,12,11,8,9,9,13,9",5.083333333333333,8,"5,8,5,4,4,4,7,5,5,3,3,8",24.666666666666668,36,"21,33,23,17,25,30,36,25,19,16,21,30",4.75,8,"4,8,5,4,3,4,7,4,5,2,3,8",B2
AR_gpt-4o_15_69_1377,8.928571428571429,15,"8,6,10,9,13,12,4,7,9,15,6,9,8,9",5.857142857142857,10,"6,5,7,6,7,3,7,7,6,4,3,10,4,7",24.571428571428573,38,"22,16,32,25,34,18,14,25,24,29,13,35,19,38",5.571428571428571,10,"6,4,7,6,7,3,7,7,5,4,3,10,4,5",B2
AR_gpt-4o_15_69_1378,8.923076923076923,13,"10,8,10,7,7,7,13,8,10,10,7,9,10",5.0,7,"5,7,5,5,4,5,6,6,3,4,4,6,5",21.76923076923077,38,"29,22,26,19,11,22,38,17,16,22,17,25,19",4.846153846153846,7,"5,7,5,5,4,5,5,6,2,4,4,6,5",B2
AR_gpt-4o_15_69_1379,10.1,17,"9,6,9,11,5,10,11,12,11,17",5.4,9,"6,6,6,6,9,4,4,5,4,4",26.2,34,"27,21,29,30,19,25,26,24,27,34",5.3,9,"6,6,6,6,9,4,4,5,4,3",B2
AR_gpt-4o_15_69_1380,11.0,17,"8,11,9,6,12,17,14,14,6,9,15",5.363636363636363,8,"8,8,5,4,5,6,6,3,4,7,3",25.818181818181817,41,"30,31,22,15,25,35,41,23,15,24,23",5.0,8,"5,8,5,4,5,6,5,3,4,7,3",B2
AR_gpt-4o_15_77_1521,7.785714285714286,11,"7,7,8,8,7,9,8,11,7,6,7,7,9,8",4.5,7,"3,5,7,4,5,3,5,3,3,4,6,4,5,6",16.428571428571427,24,"12,18,22,13,24,13,14,18,12,10,21,13,16,24",4.357142857142857,7,"3,5,7,4,5,3,5,3,3,4,6,4,5,4",B1
AR_gpt-4o_15_77_1522,9.0,15,"7,6,9,6,9,7,9,15,12,10,9",5.2727272727272725,8,"3,3,6,6,8,7,5,4,5,4,7",22.0,33,"12,10,25,18,29,18,24,33,25,23,25",5.181818181818182,8,"3,3,6,6,8,7,5,4,5,3,7",B1
AR_gpt-4o_15_77_1523,9.846153846153847,14,"12,8,8,11,11,10,10,8,10,12,6,8,14",5.384615384615385,7,"7,3,5,6,4,7,6,5,5,6,5,7,4",24.46153846153846,41,"34,14,22,25,18,27,41,17,31,27,14,27,21",4.923076923076923,7,"5,3,3,6,4,7,5,5,4,6,5,7,4",B1
AR_gpt-4o_15_77_1524,7.2,10,"8,5,5,7,8,5,8,9,6,7,9,7,8,10,6",5.4,9,"3,6,5,6,5,5,5,7,5,5,4,4,6,9,6",18.6,32,"13,17,9,16,18,9,24,26,13,21,19,15,30,32,17",5.333333333333333,8,"3,6,5,6,5,5,5,7,5,5,4,4,6,8,6",B1
AR_gpt-4o_15_77_1525,8.454545454545455,14,"5,14,8,10,8,6,9,8,8,8,9",5.454545454545454,7,"5,5,7,5,5,6,5,5,5,5,7",20.636363636363637,29,"12,23,27,18,22,26,13,24,17,16,29",5.363636363636363,7,"5,5,7,5,4,6,5,5,5,5,7",B1
AR_gpt-4o_15_77_1526,10.083333333333334,18,"7,14,7,18,8,6,13,10,7,9,10,12",4.5,6,"3,5,5,5,4,3,5,3,6,6,5,4",21.333333333333332,40,"12,30,22,40,17,11,26,14,18,26,22,18",4.416666666666667,6,"3,5,5,5,4,3,4,3,6,6,5,4",B1
AR_gpt-4o_15_77_1527,8.583333333333334,14,"7,14,7,6,12,9,5,9,6,5,11,12",5.0,7,"3,5,5,5,5,4,6,4,7,5,5,6",18.833333333333332,26,"12,24,21,10,26,15,14,22,22,9,25,26",4.833333333333333,6,"3,5,5,5,5,4,6,3,6,5,5,6",B1
AR_gpt-4o_15_77_1528,8.083333333333334,12,"7,12,8,8,7,7,6,11,6,6,9,10",5.166666666666667,8,"3,6,5,5,5,6,5,5,4,5,5,8",17.916666666666668,26,"12,25,25,12,21,19,10,20,11,11,23,26",5.166666666666667,8,"3,6,5,5,5,6,5,5,4,5,5,8",B1
AR_gpt-4o_15_77_1529,7.714285714285714,10,"6,8,8,8,7,9,7,10,9,5,9,7,6,9",5.642857142857143,8,"4,5,8,5,7,7,5,6,7,7,4,3,5,6",20.285714285714285,33,"12,17,33,16,23,27,15,26,21,15,24,14,12,29",5.571428571428571,8,"4,5,8,5,7,7,5,6,7,7,4,3,5,5",B1
AR_gpt-4o_15_77_1530,7.384615384615385,11,"6,6,8,7,9,8,6,11,5,5,8,10,7",5.0,8,"3,6,7,5,5,4,5,6,5,5,3,8,3",17.46153846153846,33,"11,15,25,11,22,12,10,33,11,17,15,28,17",5.0,8,"3,6,7,5,5,4,5,6,5,5,3,8,3",B1
AR_gpt-4o_15_77_1531,9.461538461538462,13,"9,13,10,9,6,6,10,8,12,5,10,12,13",5.461538461538462,7,"3,4,5,6,6,5,7,6,6,6,7,5,5",23.0,34,"14,23,25,32,12,20,25,18,30,15,34,27,24",5.461538461538462,7,"3,4,5,6,6,5,7,6,6,6,7,5,5",B2
AR_gpt-4o_15_77_1532,10.6,15,"13,10,8,8,15,7,11,11,8,11,10,12,10,12,13",5.4,9,"6,4,4,9,5,5,5,6,6,7,4,6,3,5,6",25.2,38,"30,21,17,37,29,13,25,38,15,31,19,27,20,29,27",5.133333333333334,9,"6,4,3,9,5,5,5,4,6,7,4,5,3,5,6",B2
AR_gpt-4o_15_77_1533,10.428571428571429,14,"14,10,8,9,9,6,13,10,8,9,12,13,12,13",5.5,8,"5,8,4,6,6,6,6,6,6,5,4,4,6,5",25.642857142857142,37,"26,29,14,30,28,13,36,37,24,16,27,19,33,27",5.214285714285714,8,"5,8,4,4,6,6,6,4,6,5,4,4,6,5",B2
AR_gpt-4o_15_77_1534,10.0,13,"10,9,7,9,9,7,9,11,11,12,12,13,13,8",4.928571428571429,8,"3,5,4,4,4,5,8,4,5,6,5,5,5,6",24.0,41,"19,21,13,26,16,13,34,29,18,39,24,41,25,18",4.714285714285714,8,"3,5,3,4,4,5,8,4,5,6,5,3,5,6",B2
AR_gpt-4o_15_77_1535,8.8125,11,"9,10,8,11,11,6,8,9,5,11,9,10,8,9,10,7",5.625,9,"4,7,3,7,6,5,7,6,5,5,5,4,8,4,9,5",23.25,38,"18,25,13,38,32,12,27,21,11,29,22,16,37,19,33,19",5.5625,8,"4,7,3,7,6,5,7,6,5,5,5,4,8,4,8,5",B2
AR_gpt-4o_15_77_1536,10.333333333333334,15,"7,9,13,8,10,6,13,7,15,10,12,14",5.75,8,"3,7,8,6,6,7,7,7,4,3,5,6",26.25,42,"12,23,42,27,29,17,36,17,39,18,27,28",5.583333333333333,7,"3,7,7,5,6,7,7,7,4,3,5,6",B2
AR_gpt-4o_15_77_1537,10.6875,15,"7,11,8,10,10,12,10,10,10,10,15,13,11,9,13,12",5.125,7,"3,7,4,5,5,5,6,3,6,6,6,6,6,3,5,6",24.4375,36,"15,32,16,29,26,26,25,17,19,27,33,36,22,15,28,25",5.0,7,"3,7,3,5,5,5,6,3,6,6,6,5,6,3,5,6",B2
AR_gpt-4o_15_77_1538,11.166666666666666,17,"9,9,8,7,9,10,17,16,12,14,12,11",5.166666666666667,7,"6,6,5,5,7,4,6,6,6,4,4,3",26.916666666666668,55,"27,23,21,14,32,22,31,55,23,31,26,18",4.916666666666667,6,"6,4,5,5,6,4,6,6,6,4,4,3",B2
AR_gpt-4o_15_77_1539,11.272727272727273,15,"7,11,14,10,10,15,8,13,10,14,12",5.090909090909091,7,"3,7,6,6,5,4,6,6,3,4,6",28.0,41,"12,29,35,31,29,35,26,41,19,28,23",4.909090909090909,7,"3,7,4,6,5,4,6,6,3,4,6",B2
AR_gpt-4o_15_77_1540,9.466666666666667,14,"7,11,8,8,7,5,7,13,12,12,9,9,9,11,14",5.2,7,"3,7,4,6,5,6,7,7,6,4,5,5,3,5,5",22.533333333333335,34,"12,27,18,23,22,15,26,34,27,24,20,25,12,25,28",4.933333333333334,7,"3,7,3,6,5,6,7,5,6,4,5,4,3,5,5",B2
AR_gpt-4o_15_97_1921,8.76923076923077,13,"5,11,7,8,13,9,11,8,9,7,9,7,10",5.153846153846154,7,"5,3,7,4,7,3,5,5,7,4,7,4,6",21.153846153846153,36,"13,17,23,15,36,14,29,19,26,16,28,12,27",5.076923076923077,7,"5,3,7,4,7,3,5,5,7,4,7,4,5",B1
AR_gpt-4o_15_97_1922,7.928571428571429,12,"7,9,4,9,8,7,10,6,7,8,8,5,12,11",4.642857142857143,7,"3,3,6,5,3,5,5,4,4,6,4,6,4,7",18.142857142857142,28,"14,17,11,24,14,14,21,17,14,19,22,13,28,26",4.5,7,"3,2,6,5,3,5,5,4,4,6,4,6,3,7",B1
AR_gpt-4o_15_97_1923,7.714285714285714,11,"5,10,8,9,5,9,8,5,9,8,8,11,6,7",4.5,6,"5,3,6,4,5,5,4,5,5,3,5,4,6,3",16.928571428571427,23,"15,16,20,20,12,22,15,12,20,13,16,19,23,14",4.428571428571429,6,"5,3,6,3,5,5,4,5,5,3,5,4,6,3",B1
AR_gpt-4o_15_97_1924,7.785714285714286,15,"7,6,6,9,8,7,8,7,8,7,5,11,5,15",4.571428571428571,6,"5,4,4,5,4,5,3,4,5,6,5,5,5,4",17.5,28,"17,15,12,24,15,17,14,14,16,20,12,26,15,28",4.5,6,"5,4,3,5,4,5,3,4,5,6,5,5,5,4",B1
AR_gpt-4o_15_97_1925,9.923076923076923,16,"8,8,14,8,12,5,11,11,7,10,9,16,10",4.615384615384615,7,"5,3,5,4,5,5,5,4,4,7,4,4,5",21.923076923076923,33,"16,16,29,16,33,13,31,19,16,28,13,25,30",4.538461538461538,7,"5,3,5,4,5,5,5,4,4,7,4,4,4",B1
AR_gpt-4o_15_97_1926,9.357142857142858,15,"8,10,5,14,9,11,9,10,15,6,9,8,12,5",4.714285714285714,8,"5,3,5,6,5,4,4,5,5,5,2,5,4,8",19.928571428571427,35,"20,14,11,31,16,26,21,17,35,15,10,20,24,19",4.642857142857143,8,"5,3,5,6,5,3,4,5,5,5,2,5,4,8",B1
AR_gpt-4o_15_97_1927,9.416666666666666,14,"8,14,8,7,10,10,10,7,7,14,10,8",6.25,8,"8,7,5,5,6,7,7,7,7,3,7,6",25.5,35,"26,31,21,15,30,35,27,17,27,22,35,20",6.166666666666667,8,"8,7,5,5,5,7,7,7,7,3,7,6",B1
AR_gpt-4o_15_97_1928,8.25,11,"9,9,11,9,8,5,6,7,8,10,9,8",4.916666666666667,8,"5,8,3,5,4,4,5,5,6,6,5,3",19.666666666666668,28,"22,28,19,17,22,13,18,22,15,24,23,13",4.833333333333333,8,"4,8,3,5,4,4,5,5,6,6,5,3",B1
AR_gpt-4o_15_97_1929,9.4,16,"5,12,4,8,7,13,7,10,11,10,8,9,8,16,13",4.466666666666667,6,"4,3,5,5,6,5,4,5,5,4,4,5,4,5,3",17.8,26,"12,21,8,22,16,26,13,18,20,13,18,18,15,24,23",4.466666666666667,6,"4,3,5,5,6,5,4,5,5,4,4,5,4,5,3",B1
AR_gpt-4o_15_97_1930,9.0,16,"10,6,10,5,9,10,5,11,8,6,15,8,16,7",5.857142857142857,8,"7,5,5,5,5,7,5,7,7,7,8,4,4,6",21.214285714285715,30,"25,12,26,12,27,30,12,27,23,17,29,14,24,19",5.857142857142857,8,"7,5,5,5,5,7,5,7,7,7,8,4,4,6",B1
AR_gpt-4o_15_97_1931,10.058823529411764,16,"10,12,16,4,13,10,6,8,9,7,10,12,5,11,12,16,10",4.823529411764706,7,"5,3,3,6,5,4,5,5,7,5,7,3,5,5,4,4,6",22.470588235294116,35,"24,21,29,11,25,25,12,20,25,14,34,23,12,24,23,25,35",4.529411764705882,7,"5,3,3,6,5,3,5,5,7,5,5,3,5,5,4,4,4",B2
AR_gpt-4o_15_97_1932,10.125,15,"7,12,11,9,9,14,7,15,9,6,13,10,13,7,8,12",5.0625,8,"5,3,5,8,5,6,5,3,7,5,2,5,5,6,5,6",22.5625,33,"19,22,25,23,21,27,14,24,29,13,15,29,32,17,18,33",4.9375,8,"5,3,5,8,4,6,5,3,7,5,2,4,5,6,5,6",B2
AR_gpt-4o_15_97_1933,8.3,13,"7,10,6,6,11,9,8,11,9,13,7,8,7,8,6,9,7,5,10,9",4.75,7,"5,4,3,5,5,7,5,3,4,5,4,3,6,4,5,5,5,6,5,6",19.5,35,"19,21,10,16,26,26,15,16,16,30,16,14,18,15,16,20,22,15,35,24",4.7,7,"5,3,3,5,5,7,5,3,4,5,4,3,6,4,5,5,5,6,5,6",B2
AR_gpt-4o_15_97_1934,9.529411764705882,21,"9,21,6,12,8,7,13,8,6,10,9,4,11,9,11,11,7",5.0588235294117645,7,"5,3,5,5,4,5,3,7,5,6,7,6,5,5,4,5,6",22.235294117647058,31,"22,30,13,29,18,14,23,26,13,24,28,11,29,21,22,31,24",5.0588235294117645,7,"5,3,5,5,4,5,3,7,5,6,7,6,5,5,4,5,6",B2
AR_gpt-4o_15_97_1935,9.066666666666666,13,"6,11,9,9,7,5,13,11,5,10,7,13,10,10,10",5.0,8,"5,4,5,4,5,5,5,4,5,5,4,6,8,5,5",21.533333333333335,31,"16,26,17,24,18,11,26,22,13,26,14,31,31,22,26",4.8,8,"5,3,5,4,4,5,5,4,5,5,4,6,8,5,4",B2
AR_gpt-4o_15_97_1936,9.933333333333334,13,"10,13,8,12,9,8,12,9,8,10,11,8,9,13,9",4.6,6,"5,3,5,5,4,5,3,4,5,5,6,4,5,4,6",22.6,32,"24,21,17,32,20,16,23,17,15,30,24,17,27,25,31",4.533333333333333,6,"5,3,5,5,4,5,3,4,5,5,6,4,5,4,5",B2
AR_gpt-4o_15_97_1937,11.307692307692308,17,"5,11,7,10,13,12,14,10,12,10,17,17,9",5.230769230769231,8,"5,5,4,5,3,8,5,6,5,7,6,4,5",28.384615384615383,44,"16,26,12,24,25,32,33,24,28,44,41,39,25",5.0,8,"5,5,4,5,3,8,5,6,4,5,6,4,5",B2
AR_gpt-4o_15_97_1938,8.705882352941176,11,"9,9,10,4,10,10,9,9,9,6,8,9,8,9,11,9,9",4.823529411764706,6,"5,3,4,6,6,3,5,5,5,5,3,5,5,6,4,6,6",21.0,33,"19,16,22,11,33,18,17,22,18,13,17,27,17,27,22,31,27",4.705882352941177,6,"5,3,3,6,5,3,5,5,5,5,3,5,5,6,4,6,6",B2
AR_gpt-4o_15_97_1939,9.0625,13,"7,13,9,10,10,9,8,10,9,6,11,8,6,11,8,10",5.0,8,"5,4,5,5,4,3,8,4,4,5,5,8,6,4,5,5",22.0625,33,"16,28,19,27,20,14,22,27,18,14,19,33,15,31,18,32",4.875,8,"5,3,5,5,4,3,8,3,4,5,5,8,6,4,5,5",B2
AR_gpt-4o_15_97_1940,11.583333333333334,16,"11,16,11,11,11,8,15,10,9,12,16,9",5.916666666666667,8,"7,8,5,6,7,7,4,7,6,5,4,5",28.5,43,"30,43,25,29,29,20,25,32,34,22,25,28",5.916666666666667,8,"7,8,5,6,7,7,4,7,6,5,4,5",B2
AR_gpt-4o_15_98_1941,8.866666666666667,13,"12,5,9,8,8,9,9,6,11,13,8,13,6,8,8",4.533333333333333,7,"5,5,3,3,5,5,6,5,6,3,7,5,4,3,3",18.4,26,"26,12,16,12,15,25,17,12,26,24,25,23,12,16,15",4.4,7,"5,4,3,3,5,5,6,5,5,3,7,5,4,3,3",B1
AR_gpt-4o_15_98_1942,9.909090909090908,13,"7,9,9,10,6,11,13,11,11,11,11",5.0,6,"5,3,6,5,4,6,6,5,5,6,4",22.727272727272727,30,"20,17,23,26,12,30,30,27,21,19,25",4.636363636363637,6,"5,3,6,5,4,5,6,3,5,6,3",B1
AR_gpt-4o_15_98_1943,8.642857142857142,13,"13,8,11,5,9,9,8,7,9,12,7,6,7,10",4.785714285714286,7,"5,6,4,5,5,4,4,7,6,4,6,4,4,3",20.857142857142858,32,"32,25,22,12,28,18,17,23,20,23,18,12,22,20",4.785714285714286,7,"5,6,4,5,5,4,4,7,6,4,6,4,4,3",B1
AR_gpt-4o_15_98_1944,8.5,14,"6,7,6,12,7,8,8,9,6,5,8,9,10,11,14,10",4.0625,8,"4,3,5,3,5,5,3,4,4,4,3,4,3,4,3,8",16.0,35,"13,11,12,18,15,12,17,13,12,16,11,13,18,20,20,35",4.0625,8,"4,3,5,3,5,5,3,4,4,4,3,4,3,4,3,8",B1
AR_gpt-4o_15_98_1945,8.2,13,"4,6,12,9,9,4,6,9,12,12,8,6,13,8,5",4.066666666666666,7,"4,3,4,4,4,7,4,3,3,4,5,4,3,3,6",16.2,25,"10,9,21,16,20,10,15,14,20,25,22,11,20,14,16",4.0,7,"4,3,4,4,4,7,4,3,2,4,5,4,3,3,6",B1
AR_gpt-4o_15_98_1946,10.363636363636363,16,"8,5,9,10,12,16,9,8,13,10,14",5.7272727272727275,8,"8,4,8,5,6,4,6,6,4,7,5",27.818181818181817,41,"37,10,27,31,29,30,21,25,25,30,41",4.7272727272727275,8,"5,4,8,4,6,3,6,4,3,5,4",B1
AR_gpt-4o_15_98_1947,9.0,13,"6,10,10,9,4,11,10,9,8,13,9",4.363636363636363,7,"4,3,7,4,5,4,5,4,6,3,3",20.0,30,"13,14,30,23,10,21,23,23,19,25,19",4.363636363636363,7,"4,3,7,4,5,4,5,4,6,3,3",B1
AR_gpt-4o_15_98_1948,8.214285714285714,12,"8,5,9,7,8,7,5,4,9,12,9,12,8,12",4.214285714285714,6,"5,4,3,3,6,4,6,3,6,3,4,3,6,3",15.285714285714286,20,"19,10,17,12,20,17,13,8,18,16,13,17,16,18",4.214285714285714,6,"5,4,3,3,6,4,6,3,6,3,4,3,6,3",B1
AR_gpt-4o_15_98_1949,8.1,12,"7,5,8,6,5,7,11,10,10,12",4.6,8,"5,4,5,8,4,4,5,4,4,3",18.2,25,"20,12,18,25,11,18,21,15,23,19",4.4,8,"4,3,5,8,4,4,5,4,4,3",B1
AR_gpt-4o_15_98_1950,8.461538461538462,14,"7,5,6,9,10,7,5,11,11,7,12,6,14",5.230769230769231,7,"5,4,4,5,7,6,5,6,5,7,5,6,3",21.076923076923077,28,"20,11,19,25,28,18,11,24,26,24,22,19,27",5.153846153846154,7,"5,4,4,5,7,6,5,5,5,7,5,6,3",B1
AR_gpt-4o_15_98_1951,9.214285714285714,14,"8,11,7,6,9,10,7,7,6,11,12,9,12,14",5.142857142857143,8,"3,4,8,4,8,6,7,3,5,6,5,6,4,3",22.857142857142858,36,"14,16,24,15,35,27,27,13,14,36,25,27,25,22",5.071428571428571,8,"3,4,8,3,8,6,7,3,5,6,5,6,4,3",B2
AR_gpt-4o_15_98_1952,8.588235294117647,14,"8,5,7,9,10,4,9,10,7,5,9,12,12,6,9,10,14",5.0588235294117645,8,"3,6,3,8,4,5,6,4,7,3,5,6,4,8,6,6,2",19.470588235294116,28,"13,13,14,23,26,10,20,23,17,7,23,28,27,23,20,25,19",5.0,8,"3,6,3,8,4,5,6,4,7,3,5,6,3,8,6,6,2",B2
AR_gpt-4o_15_98_1953,10.666666666666666,18,"10,9,10,11,8,9,14,10,8,13,18,8",5.416666666666667,7,"5,4,7,7,5,7,5,6,6,4,5,4",27.0,41,"24,19,30,33,25,19,37,26,20,31,41,19",5.166666666666667,7,"5,4,7,7,5,7,4,4,6,4,5,4",B2
AR_gpt-4o_15_98_1954,8.714285714285714,11,"9,8,8,10,10,7,4,11,11,10,7,10,10,7",5.357142857142857,7,"5,4,7,5,6,5,6,6,5,7,4,6,4,5",22.5,34,"28,19,28,16,28,14,10,27,27,28,14,34,21,21",5.071428571428571,7,"4,4,7,5,5,5,6,5,5,7,4,6,3,5",B2
AR_gpt-4o_15_98_1955,9.285714285714286,14,"8,11,5,9,5,10,10,5,11,14,11,12,9,10",5.214285714285714,7,"5,3,4,7,5,5,4,7,6,5,7,5,7,3",23.285714285714285,40,"21,15,10,30,11,30,27,13,28,29,35,20,40,17",5.071428571428571,7,"5,3,4,7,5,5,4,7,6,4,7,5,6,3",B2
AR_gpt-4o_15_98_1956,6.7894736842105265,10,"6,6,8,5,6,10,5,7,10,4,5,9,8,4,6,7,6,9,8",4.684210526315789,7,"3,7,7,4,6,5,5,5,4,5,3,6,3,5,3,4,4,6,4",15.052631578947368,30,"12,15,20,9,18,30,10,21,14,9,7,20,14,8,14,12,12,22,19",4.578947368421052,7,"3,7,7,4,6,5,5,5,4,5,3,6,2,5,3,4,4,6,3",B2
AR_gpt-4o_15_98_1957,8.6875,13,"8,11,5,8,9,8,8,9,8,5,13,13,7,6,11,10",5.4375,8,"5,4,8,4,4,6,5,8,8,4,7,5,6,4,6,3",20.5625,32,"21,23,21,15,19,24,15,27,18,11,26,30,19,11,32,17",5.3125,8,"5,4,8,4,3,6,5,8,8,4,7,4,6,4,6,3",B2
AR_gpt-4o_15_98_1958,9.923076923076923,13,"8,10,12,13,8,9,5,12,7,13,9,11,12",5.230769230769231,8,"3,5,4,4,5,8,6,5,7,4,5,7,5",24.23076923076923,39,"14,25,18,24,15,39,12,23,30,24,28,33,30",4.846153846153846,7,"3,5,4,4,5,6,6,4,7,4,5,7,3",B2
AR_gpt-4o_15_98_1959,7.944444444444445,13,"5,13,6,5,8,7,9,4,11,8,6,10,8,8,10,4,9,12",5.166666666666667,9,"5,3,5,4,5,3,9,4,6,7,6,6,6,4,5,5,6,4",19.944444444444443,35,"14,18,15,10,23,11,35,8,27,23,16,28,25,14,25,9,27,31",4.833333333333333,9,"5,3,5,4,4,3,9,4,6,7,6,4,4,4,5,5,6,3",B2
AR_gpt-4o_15_98_1960,9.8,15,"11,9,6,8,8,11,10,10,8,12,10,15,11,8,10",5.533333333333333,9,"8,5,4,5,4,7,4,7,9,5,5,6,5,3,6",25.333333333333332,41,"36,18,12,21,18,33,19,28,19,26,30,41,32,17,30",5.066666666666666,9,"5,5,4,3,4,7,4,7,9,5,4,5,5,3,6",B2
AR_gpt-4o_16_137_2721,8.75,14,"7,5,11,8,6,8,9,9,10,11,6,8,14,7,12,9",5.6875,9,"5,3,5,4,6,9,5,5,8,8,6,5,7,4,6,5",22.375,35,"19,8,29,14,17,35,23,17,27,33,17,23,28,18,28,22",5.625,9,"5,3,5,4,6,9,5,5,8,8,6,4,7,4,6,5",C1
AR_gpt-4o_16_137_2722,9.083333333333334,13,"8,10,5,8,12,8,7,11,10,9,8,13",5.75,8,"7,6,7,8,5,6,8,4,4,4,4,6",23.833333333333332,34,"22,27,16,26,23,28,24,23,22,26,15,34",5.5,8,"7,4,7,8,5,6,8,3,4,4,4,6",C1
AR_gpt-4o_16_137_2723,9.277777777777779,14,"6,12,9,9,5,11,13,8,7,10,7,9,11,7,8,10,14,11",5.222222222222222,8,"6,4,7,4,5,8,6,6,3,7,4,4,6,5,4,7,5,3",23.444444444444443,35,"20,26,35,21,17,33,32,18,13,31,13,17,30,19,18,27,30,22",5.0,8,"5,4,7,4,5,8,5,6,3,7,4,4,5,4,4,7,5,3",C1
AR_gpt-4o_16_137_2724,7.928571428571429,12,"5,7,8,7,8,8,9,5,10,7,9,8,12,8",5.857142857142857,8,"5,6,5,5,8,7,7,5,5,8,4,7,5,5",22.928571428571427,36,"15,20,24,13,26,29,36,12,22,28,19,25,35,17",5.642857142857143,8,"5,6,4,5,8,7,7,5,5,8,4,5,5,5",C1
AR_gpt-4o_16_137_2725,10.214285714285714,18,"8,18,9,7,15,7,6,10,10,9,15,9,10,10",5.428571428571429,9,"6,5,4,5,7,9,6,6,4,4,4,4,7,5",23.857142857142858,41,"24,41,18,17,34,26,15,24,22,26,22,19,27,19",5.428571428571429,9,"6,5,4,5,7,9,6,6,4,4,4,4,7,5",C1
AR_gpt-4o_16_137_2726,10.153846153846153,17,"8,9,7,17,8,14,6,11,8,12,9,14,9",5.3076923076923075,7,"5,6,5,5,7,6,7,6,5,5,4,4,4",24.846153846153847,36,"24,31,13,36,26,27,18,32,19,23,21,30,23",4.923076923076923,7,"5,4,5,5,7,6,7,4,5,5,4,4,3",C1
AR_gpt-4o_16_137_2727,8.571428571428571,13,"7,7,5,5,13,11,9,7,9,11,8,9,10,9",5.642857142857143,7,"6,5,5,6,7,5,6,7,7,6,6,4,5,4",21.714285714285715,37,"22,16,12,15,27,37,17,21,24,24,21,21,28,19",5.5,7,"6,5,5,6,7,5,6,7,7,6,4,4,5,4",C1
AR_gpt-4o_16_137_2728,8.333333333333334,12,"7,7,9,7,9,10,10,11,7,5,7,10,9,5,8,7,10,12",5.388888888888889,8,"5,5,5,7,8,5,8,6,3,5,8,6,6,4,4,4,5,3",21.38888888888889,32,"18,21,25,15,26,19,30,32,16,13,27,26,21,10,20,13,30,23",5.277777777777778,8,"5,5,5,7,8,5,8,6,3,5,8,6,6,3,4,4,4,3",C1
AR_gpt-4o_16_137_2729,9.058823529411764,17,"8,8,4,9,8,7,10,6,9,11,7,11,12,9,11,17,7",5.823529411764706,7,"7,5,7,4,5,7,5,5,4,7,6,7,6,7,5,6,6",23.941176470588236,35,"25,23,13,18,23,28,24,14,18,25,14,30,35,33,32,34,18",5.529411764705882,7,"7,5,4,4,5,6,5,5,3,7,6,7,6,7,5,6,6",C1
AR_gpt-4o_16_137_2730,10.923076923076923,14,"11,12,14,11,14,14,5,9,13,10,8,10,11",6.076923076923077,8,"7,6,7,8,7,5,5,5,7,7,5,5,5",27.923076923076923,39,"33,32,39,31,29,24,13,25,35,26,24,28,24",5.846153846153846,8,"7,5,6,8,7,5,5,5,7,7,4,5,5",C1
AR_gpt-4o_16_137_2731,8.375,12,"7,8,4,9,7,10,7,8,5,6,8,12,11,10,12,10",5.3125,8,"5,5,6,4,7,8,6,5,4,6,5,5,5,4,4,6",21.875,37,"21,25,14,20,28,37,17,27,10,16,17,23,28,23,22,22",5.125,8,"5,5,5,4,7,8,6,5,4,6,5,5,4,4,3,6",C2
AR_gpt-4o_16_137_2732,9.5,15,"10,8,9,11,12,8,12,10,9,6,13,7,10,7,8,7,9,15",5.666666666666667,8,"6,4,4,7,7,6,7,6,8,6,3,5,6,4,4,6,8,5",23.944444444444443,44,"30,19,17,24,44,17,29,29,21,21,23,16,23,18,23,23,30,24",5.388888888888889,8,"6,3,3,7,5,6,7,5,8,6,3,5,6,4,4,6,8,5",C2
AR_gpt-4o_16_137_2733,10.352941176470589,18,"10,10,6,7,10,15,5,12,10,6,9,15,11,12,9,18,11",5.705882352941177,8,"7,4,4,5,7,7,6,7,6,6,6,7,8,7,4,3,3",26.58823529411765,42,"42,24,15,18,34,32,15,32,27,19,22,31,34,34,22,34,17",5.588235294117647,8,"7,4,4,5,7,7,6,7,6,6,6,5,8,7,4,3,3",C2
