Document_ID,CEFR,word_count,text,d3tok,readability_levels,max_level,avg_level
AR-130-84446,B2,204,في الآونة الأخيرة شهد العالم ظاهرة وسائل التواصل الاجتماعي. التواصل الاجتماعي ساهم في تغيير وتطوير كل الناس والحضارات المختلفة، كما ساهم أيضا في التقاء من كانوا يعجزون عن التحدث مع بعضهم البعض وجمع شمل من كانوا مفترقين لأسباب خاصة. لكل شيء في العالم سلبيات وإيجابيات، وهذا ينطبق على وسائل التواصل الاجتماعي أيضا. صحيح أن الوسائل ساعدت على التعرف والتحدث مع الآخرين ولكن ليس الجميع يحسن استخدامها. يعد الابتزاز الإلكتروني من أشد السلبيات لدى وسائل التواصل الاجتماعي وتليه السرقات الإلكترونية، منها سرقة البيانات أو المعلومات الخاصة. كثير من الناس يكونون ضحايا وسائل التواصل لعدم اكتسابهم المعرفة الكافية لوسائل التواصل وكيفية التعامل معها. التطفل والتدخل في شؤون الناس يعد أيضا من سلبيات وسائل التواصل، قد يشارك البعض حياتهم - كالمشاهير - في وسائل التواصل كالسنابتشات والفيسبوك والإنستجرام والعديد منها، ولكن البعض قد لا يكون على دراية ومعرفة كافية بأن الشخص نفسه قد يتعرض للسرقة أو التطفل من قبل الآخرين. مشاركة الناس صور منازلهم أو حتى مكان العمل قد يعتبر خطرا كبيرا على الشخص. البعض قد يشارك صور بطاقة دخول الطائرة وهم أيضا على عدم دراية بأن معلومات الشخص قد تنسرق بكل سهولة. في كل تلك الحالات يقع العديد من الناس في مكيدة وسائل التواصل لهذا يجب على الجميع توخي الحذر، ولكن أيضا الاستمتاع بها بإحسان استخدامها.,"[""في ال+ آونة ال+ أخيرة شهد ال+ عالم ظاهرة وسائل ال+ تواصل ال+ اجتماعي ."", ""ال+ تواصل ال+ اجتماعي ساهم في تغيير و+ تطوير كل ال+ ناس و+ ال+ حضارات ال+ مختلفة , كما ساهم أيضا في التقاء من كانوا يعجزون عن ال+ تحدث مع بعض +هم ال+ بعض و+ جمع شمل من كانوا مفترقين ل+ أسباب خاصة ."", ""ل+ كل شيء في ال+ عالم سلبيات و+ إيجابيات , و+ هذا ينطبق على وسائل ال+ تواصل ال+ اجتماعي أيضا ."", ""صحيح أن ال+ وسائل ساعدت على ال+ تعرف و+ ال+ تحدث مع ال+ آخرين و+ لكن ليس ال+ جميع يحسن استخدام +ها ."", ""يعد ال+ ابتزاز ال+ إلكتروني من أشد ال+ سلبيات لدى وسائل ال+ تواصل ال+ اجتماعي و+ تلي +ه ال+ سرقات ال+ إلكترونية , من +ها سرقة ال+ بيانات أو ال+ معلومات ال+ خاصة ."", ""كثير من ال+ ناس يكونون ضحايا وسائل ال+ تواصل ل+ عدم اكتساب +هم ال+ معرفة ال+ كافية ل+ وسائل ال+ تواصل و+ كيفية ال+ تعامل مع +ها ."", ""ال+ تطفل و+ ال+ تدخل في شؤون ال+ ناس يعد أيضا من سلبيات وسائل ال+ تواصل , قد يشارك ال+ بعض حياة +هم - ك+ ال+ مشاهير - في وسائل ال+ تواصل ك+ ال+ سنابتشات و+ ال+ فيسبوك و+ ال+ انستجرام و+ ال+ عديد من +ها , و+ لكن ال+ بعض قد لا يكون على دراية و+ معرفة كافية ب+ أن ال+ شخص نفس +ه قد يتعرض ل+ ال+ سرقة أو ال+ تطفل من قبل ال+ آخرين ."", ""مشاركة ال+ ناس صور منازل +هم أو حتى مكان ال+ عمل قد يعتبر خطرا كبيرا على ال+ شخص ."", ""ال+ بعض قد يشارك صور بطاقة دخول ال+ طائرة و+ هم أيضا على عدم دراية ب+ أن معلومات ال+ شخص قد تنسرق ب+ كل سهولة ."", ""في كل تلك ال+ حالات يقع ال+ عديد من ال+ ناس في مكيدة وسائل ال+ تواصل ل+ هذا يجب على ال+ جميع توخي ال+ حذر , و+ لكن أيضا ال+ استمتاع ب +ها ب+ إحسان استخدام +ها .""]","[12, 12, 10, 10, 14, 11, 12, 10, 11, 12]",14,11.4
AR-130-84488,B1,152,إن وسائل التواصل الاجتماعي هي عبارة عن مجموعة من البرامج التي تساعدنا في التواصل مع الآخرين واكتساب الخبرات، لها سلبياتها وإيجابياتها حيث النتائج تعتمد على طريقة استخدام كل فرد وآخر، حيث إن البيئة والتربية تؤثران في هذه النتائج. قد نلاحظ أنه مع مرور الزمن الأجيال يزدادون ذكاء في استخدام هذه الأجهزة وكأنهم مولودون بهذه المهارات. إن إيجابيات هذه الوسائل عديدة منها أنها توسع الثقافات وتزيد العلم والمعرفة وسهولة الوصول إلى أي معلومة. ولكن يتبعها أيضا مشاكل وتأثير سلبي على الجميع - إن كان صغيرا أو كبيرا - أو على الصعيد الفردي أم على مستوى المجتمع. على المستوى الفردي قد ينشأ عنها عادات سيئة أو تنمر وقد تصل للانتحار وفي بعض الحالات تنمر. أما على مستوى المجتمع سيحدث تفكك وكره بين الناس، هذا من الناحية السيئة. أما من الناحية الجيدة على مستوى الفرد توسيع الفكر وقدرة الوصول إلى أي شيء والاعتماد على النفس، أما المجتمع سينتج عن ذلك مجتمع ذكي ومترابط وستزدهر الدولة.,"[""إن وسائل ال+ تواصل ال+ اجتماعي هي عبارة عن مجموعة من ال+ برامج التي تساعد +نا في ال+ تواصل مع ال+ آخرين و+ اكتساب ال+ خبرات , ل +ها سلبيات +ها و+ إيجابيات +ها حيث ال+ نتائج تعتمد على طريقة استخدام كل فرد و+ آخر , حيث إن ال+ بيئة و+ ال+ تربية تؤثران في هذه ال+ نتائج ."", ""قد نلاحظ أن +ه مع مرور ال+ زمن ال+ أجيال يزدادون ذكاء في استخدام هذه ال+ أجهزة و+ كأن +هم مولودون ب+ هذه ال+ مهارات ."", ""إن إيجابيات هذه ال+ وسائل عديدة من +ها أن +ها توسع ال+ ثقافات و+ تزيد ال+ علم و+ ال+ معرفة و+ سهولة ال+ وصول إلى أي معلومة ."", ""و+ لكن يتبع +ها أيضا مشاكل و+ تأثير سلبي على ال+ جميع - أن كان صغيرا أو كبيرا - أو على ال+ صعيد ال+ فردي أم على مستوى ال+ مجتمع ."", ""على ال+ مستوى ال+ فردي قد ينشأ عن +ها عادات سيئة أو تنمر و+ قد تصل ل+ ال+ انتحار و+ في بعض ال+ حالات تنمر ."", ""أما على مستوى ال+ مجتمع س+ يحدث تفكك و+ كره بين ال+ ناس , هذا من ال+ ناحية ال+ سيئة ."", ""أما من ال+ ناحية ال+ جيدة على مستوى ال+ فرد توسيع ال+ فكر و+ قدرة ال+ وصول إلى أي شيء و+ ال+ اعتماد على ال+ نفس , أما ال+ مجتمع س+ ينتج عن ذلك مجتمع ذكي و+ مترابط و+ س+ تزدهر ال+ دولة .""]","[12, 11, 11, 12, 12, 10, 14]",14,11.714285714285714
AR-130-84627,B2,146,التسامح شيء أساسي بالنسبة لنا كدولة عظيمة تستقبل العديد من الشعوب من مختلف البلدان، لذلك لا بد من أن نعسى دائما في تنمية هذه القيمة الأخلاقية من خلال تثقيف المجتمع وتعليمه باتخاذ المهارات اللازمة التي تساعد في تكثيف هذه القيمة الإنسانية. لذلك تسعى دولة الإمارات في إعطاء حصص لازمة في المدارس والجامعات تدعم هذه القيمة الأخلاقية فهي توفر العديد من الأشياء التي تسعى لترسيخ قيمة التسامح والتعايش باللغتين العربية والإنجليزية. وفي أثناء هذه الحصص يقوم الطلاب ببعض النقاشات والنشاطات التي تعلمهم أساليب الحياة الأخلاقية. وأيضا تهتم دولتنا بترسيخ هذه القيمة من خلال الندوات والبرامج التي تشمل جميع الفئات العمرية، لذلك نحن كأبناء دولة الإمارات العربية المتحدة يجب أن نكون مساهمين في تحقيق هذه القيمة التي يحرص عليها قادتنا الأعزاء، فنتمنى أن نصبح لهم خير من يمثل هذه القيمة التعايشية، تزامنا مع عامنا هذا - عام التسامح - المقتبس من والدنا المغفور له الشيخ زايد رحمه الله.,"[""ال+ تسامح شيء أساسي ب+ ال+ نسبة ل +نا ك+ دولة عظيمة تستقبل ال+ عديد من ال+ شعوب من مختلف ال+ بلدان , ل+ ذلك لا بد من أن نعسي دائما في تنمية هذه ال+ قيمة ال+ أخلاقية من خلال تثقيف ال+ مجتمع و+ تعليم +ه ب+ اتخاذ ال+ مهارات ال+ لازمة التي تساعد في تكثيف هذه ال+ قيمة ال+ إنسانية ."", ""ل+ ذلك تسعى دولة ال+ إمارات في إعطاء حصص لازمة في ال+ مدارس و+ ال+ جامعات تدعم هذه ال+ قيمة ال+ أخلاقية ف+ هي توفر ال+ عديد من ال+ أشياء التي تسعى ل+ ترسيخ قيمة ال+ تسامح و+ ال+ تعايش ب+ ال+ لغتين ال+ عربية و+ ال+ إنجليزية ."", ""و+ في أثناء هذه ال+ حصص يقوم ال+ طلاب ب+ بعض ال+ نقاشات و+ ال+ نشاطات التي تعلم +هم أساليب ال+ حياة ال+ أخلاقية ."", ""و+ أيضا تهتم دولة +نا ب+ ترسيخ هذه ال+ قيمة من خلال ال+ ندوات و+ ال+ برامج التي تشمل جميع ال+ فئات ال+ عمرية , ل+ ذلك نحن ك+ أبناء دولة ال+ إمارات ال+ عربية ال+ متحدة يجب أن نكون مساهمين في تحقيق هذه ال+ قيمة التي يحرص على +ها قادة +نا ال+ أعزاء , ف+ نتمنى أن نصبح ل +هم خير من يمثل هذه ال+ قيمة ال+ تعايشيه , تزامنا مع عام +نا هذا - عام ال+ تسامح - ال+ مقتبس من والد +نا ال+ مغفور ل +ه ال+ شيخ زايد رحم +ه الله .""]","[14, 12, 10, 14]",14,12.5
AR-130-84660,B1,140,التواصل الاجتماعي له دور كبير على الفرد والمجتمع منه إيجابي ومنه سلبي، وعلى الإنسان أن يكون حذرا مما يطلع عليه وأيضا مما ينشر بين متابعيه مهما كان عددهم لأن كل شيء له أثر على الأشخاص الذين سوف يطلعون عليه. من الإيجابيات - مثلا - بلا وسائل التواصل الاجتماعي ما كان لدينا القدرة على أن نعرف أن غابة الأمازون حاليا تحترق، وهذه الغابة هي مصدر ٢٠٪ من الأكسجين لنا كبشر على الأرض، لأن الأخبار لن تعلن عن هذه الظاهرة، ومن الوسائل الاجتماعية عرفنا. وهناك مجموعة من الناس جمعوا مبالغ لكي يساعدوا في هذه المشكلة. ولكن لوسائل التواصل الاجتماعي أثرا سيئا، مثلا لو أحد مشهور وله آلاف المتابعين ونشر شيئا خطأ وكل الناس شافوه في هذه الحالة، سيكون هناك مشاكل لأن هذا الإنسان قدوة لغيره. وأخيرا مثل كل شيء وسائل التواصل الاجتماعي لها إيجابياتها وسلبياتها لعل الإنسان يكون حذرا على ما يعمل.,"[""ال+ تواصل ال+ اجتماعي ل +ه دور كبير على ال+ فرد و+ ال+ مجتمع من +ه إيجابي و+ من +ه سلبي , و+ على ال+ إنسان أن يكون حذرا من +ما يطلع على +ه و+ أيضا من +ما ينشر بين متابعي +ه مهما كان عدد +هم ل+ أن كل شيء ل +ه إثر على ال+ أشخاص الذين سوف يطلعون على +ه ."", ""من ال+ إيجابيات - مثلا - ب+ لا وسائل ال+ تواصل ال+ اجتماعي ما كان لدى +نا ال+ قدرة على أن نعرف أن غابة ال+ آمازون حاليا تحترق , و+ هذه ال+ غابة هي مصدر ٢٠ % من ال+ أكسجين ل +نا ك+ بشر على ال+ أرض , ل+ أن ال+ أخبار لن تعلن عن هذه ال+ ظاهرة , و+ من ال+ وسائل ال+ اجتماعية عرفنا ."", ""و+ هناك مجموعة من ال+ ناس جمعوا مبالغ ل+ كي يساعدوا في هذه ال+ مشكلة ."", ""و+ لكن ل+ وسائل ال+ تواصل ال+ اجتماعي إثرا سيئا , مثلا لو أحد مشهور و+ ل +ه آلاف ال+ متابعين و+ نشر شيئا خطا و+ كل ال+ ناس شافوا +ه في هذه ال+ حالة , س+ يكون هناك مشاكل ل+ أن هذا ال+ إنسان قدوة ل+ غير +ه ."", ""و+ أخيرا مثل كل شيء وسائل ال+ تواصل ال+ اجتماعي ل +ها إيجابيات +ها و+ سلبيات +ها لعل ال+ إنسان يكون حذرا على ما يعمل .""]","[12, 14, 8, 13, 11]",14,11.6
AR-130-84687,B1,33,تختلف آراء الجميع عن التواصل الاجتماعي بسبب كثرة تأثيراته السلبية والإيجابية. فالتواصل الاجتماعي يفتح أبوابا جديدة للتواصل بين أفراد المجتمع، ولكن من الممكن أن تتجه هذه الأبواب إلى طرق مضرة دون التوعية بأخطارها.,"[""تختلف آراء ال+ جميع عن ال+ تواصل ال+ اجتماعي ب+ سبب كثرة تأثيرات +ه ال+ سلبية و+ ال+ إيجابية ."", ""ف+ ال+ تواصل ال+ اجتماعي يفتح أبوابا جديدة ل+ ال+ تواصل بين أفراد ال+ مجتمع , و+ لكن من ال+ ممكن أن تتجه هذه ال+ أبواب إلى طرق مضرة دون ال+ توعية ب+ أخطار +ها .""]","[9, 12]",12,10.5
AR-130-84846,B2,164,ما هي وسائل التواصل الاجتماعي؟ هي مواقع تعمل على شبكة الإنترنت لكي يحظى الشخص بسهولة التواصل مع الأقارب والأصدقاء وللبحث عن معلومة ما ولمشاهدة الأفلام والأخبار. من المواقع المعروفة اليوتيوب والسنابتشات والإنستجرام وفيسبوك والواتساب وغيرها الكثير. لوسائل التواصل الاجتماعي أثر كبير على الفرد والمجتمع فمنها آثار سلبية ومنها آثار إيجابية. فمن الآثار الإيجابية سهولة نشر النصائح من خلالها لتوعية المجتمع عن أمر ما أو للبحث عن أمر ما. ولكن الآثار السلبية تغلب الآثار الإيجابية لأنها تنشر الفتنة والبغضاء والكراهية بين أفراد المجتمع من خلال نشر الشائعات. ومن الآثار السلبية كذلك التقليد الأعمى للمشاهير سواء كانوا عربا أو أجانب في طريقة ارتداء الملابس، أو صرف مبالغ كبيرة لشراء حقيبة أو قلادة تقدر بعشرات الآلاف لكي فقط يراها الناس. ولوسائل التواصل الاجتماعي دور كبير في تدمير الأسر وتشتيتها من خلال التأثير على عقول المراهقين وأولياء الأمور كذلك. في النهاية لوسائل التواصل الاجتماعي آثار كثيرة فهي لا تعد ولا تحصى فبعضها إيجابية وبعضها سلبية ولكن على أفراد المجتمع توخي الحذر من مخاطرها لكي لا يندموا في المستقبل.,"[""ما هي وسائل ال+ تواصل ال+ اجتماعي ؟"", ""هي مواقع تعمل على شبكة ال+ أنترنت ل+ كي يحظى ال+ شخص ب+ سهولة ال+ تواصل مع ال+ أقارب و+ ال+ أصدقاء و+ ل+ ال+ بحث عن معلومة ما و+ ل+ مشاهدة ال+ أفلام و+ ال+ أخبار ."", ""من ال+ مواقع ال+ معروفة ال+ يوتيوب و+ ال+ سنابتشات و+ ال+ انستجرام و+ فيسبوك و+ ال+ واتساب و+ غير +ها ال+ كثير ."", ""ل+ وسائل ال+ تواصل ال+ اجتماعي إثر كبير على ال+ فرد و+ ال+ مجتمع ف+ من +ها آثار سلبية و+ من +ها آثار إيجابية ."", ""ف+ من ال+ آثار ال+ إيجابية سهولة نشر ال+ نصائح من خلال +ها ل+ توعية ال+ مجتمع عن أمر ما أو ل+ ال+ بحث عن أمر ما ."", ""و+ لكن ال+ آثار ال+ سلبية تغلب ال+ آثار ال+ إيجابية ل+ أن +ها تنشر ال+ فتنة و+ ال+ بغضاء و+ ال+ كراهية بين أفراد ال+ مجتمع من خلال نشر ال+ شائعات ."", ""و+ من ال+ آثار ال+ سلبية ك+ ذلك ال+ تقليد ال+ أعمى ل+ ال+ مشاهير سواء كانوا عربا أو أجانب في طريقة ارتداء ال+ ملابس , أو صرف مبالغ كبيرة ل+ شراء حقيبة أو قلادة تقدر ب+ عشرات ال+ آلاف ل+ كي فقط يرى +ها ال+ ناس ."", ""و+ ل+ وسائل ال+ تواصل ال+ اجتماعي دور كبير في تدمير ال+ أسر و+ تشتيت +ها من خلال ال+ تأثير على عقول ال+ مراهقين و+ أولياء ال+ أمور ك+ ذلك ."", ""في ال+ نهاية ل+ وسائل ال+ تواصل ال+ اجتماعي آثار كثيرة ف+ هي لا تعد و+ لا تحصى ف+ بعض +ها إيجابية و+ بعض +ها سلبية و+ لكن على أفراد ال+ مجتمع توخى ال+ حذر من مخاطر +ها ل+ كي لا يندموا في ال+ مستقبل .""]","[7, 12, 10, 10, 11, 13, 12, 12, 12]",13,11.0
AR-130-85294,C1,248,"منذ دخلت وسائل التواصل الاجتماعي حياتنا غيرت مجرى أغلب الأمور، ولم يقتصر هذا التغيير على فئة معينة من المجتمع بل على جميع طبقاته وأصنافه ككل. بدأ انتشارها كوباء سريع لتصل في غضون أشهر إلى مستوى الضروريات بدلا من أن تكون من الرفاهيات. كان الهدف المبدئي منها وكما يوضح الاسم ""التواصل"" ولكن لم تقتصر هذه البرامج على ذلك لتصبح الآن وظيفة ومصدر دخل للعديد من الأسر، فمنهم من استخدمها للتجارة ومنهم من استخدمها للتسويق. بالنسبة إلى تأثير وسائل التواصل الاجتماعي على الفرد، فلذلك العديد من النواحي والمتغيرات. هناك من يمضي جل يومه على ما لا يفيد ليصل إلى درجة الإدمان وهناك من يستثمر وقته فيها في ما يعود على نفسه بنفع. قد تكون مواقع التواصل الاجتماعي وسيلة فعالة للتعلم في العديد من المجالات، كما أنها منصة تساعد في حل المشاكل إذ إن الأفراد يستطيعون مشاركة وتبادل الآراء والتجارب. في المقابل قد تكون هذه وسيلة لخلق المشاكل، فترى من جال له في نفسه ليفرق بين أصدقاء وعائلات أو يستخدمها للسرقة أو أي أعمال سيئة، فليس لهذا الباب حدود. عند تغلغل مواقع التواصل الاجتماعي إلى جميع أوصال المجتمع وانغماسه فيه تغير تكوينه بشكل كامل. لم تعد المجتمعات مترابطة بالشكل الذي كانت عليه من قبل، أصبح التزاور أمرا نادرا للعديدين، وأصبح التواصل وهميا من خلف الشاشات. ومن وجهة نظر أخرى، ساعدت مواقع التواصل الاجتماعي في جعل العالم مكانا أصغر حيث عملت على تقريب القارات والقلوب ليصبح من السهل التعرف على مختلف الثقافات والاستفادة منها. بشكل آخر، لقد تفكك المجتمع الداخلي وتخللته بعض الفجوات ليشكل مجتمعا أكبر عالميا مترابطا بخيوط دقيقة لا ترى.","[""منذ دخلت وسائل ال+ تواصل ال+ اجتماعي حياة +نا غيرت مجرى أغلب ال+ أمور , و+ لم يقتصر هذا ال+ تغيير على فئة معينة من ال+ مجتمع بل على جميع طبقات +ه و+ أصناف +ه ك+ كل ."", ""بدأ انتشار +ها كوباء سريع ل+ تصل في غضون أشهر إلى مستوى ال+ ضروريات بدلا من أن تكون من ال+ رفاهيات ."", ""كان ال+ هدف ال+ مبدئي من +ها و+ ك+ ما يوضح ال+ اسم \"" ال+ تواصل \"" و+ لكن لم تقتصر هذه ال+ برامج على ذلك ل+ تصبح ال+ آن وظيفة و+ مصدر دخل ل+ ال+ عديد من ال+ أسر , ف+ من +هم من استخدم +ها ل+ ال+ تجارة و+ من +هم من استخدم +ها ل+ ال+ تسويق ."", ""ب+ ال+ نسبة إلى تأثير وسائل ال+ تواصل ال+ اجتماعي على ال+ فرد , ف+ لذلك ال+ عديد من ال+ نواحي و+ ال+ متغيرات ."", ""هناك من يمضي جل يوم +ه على ما لا يفيد ل+ يصل إلى درجة ال+ إدمان و+ هناك من يستثمر وقت +ه في +ها في ما يعود على نفس +ه ب+ نفع ."", ""قد تكون مواقع ال+ تواصل ال+ اجتماعي وسيلة فعالة ل+ ال+ تعلم في ال+ عديد من ال+ مجالات , كما أن +ها منصة تساعد في حل ال+ مشاكل إذ إن ال+ أفراد يستطيعون مشاركة و+ تبادل ال+ آراء و+ ال+ تجارب ."", ""في ال+ مقابل قد تكون هذه وسيلة ل+ خلق ال+ مشاكل , ف+ ترى من جال ل +ه في نفس +ه ل+ يفرق بين أصدقاء و+ عائلات أو يستخدم +ها ل+ ال+ سرقة أو أي أعمال سيئة , ف+ ليس ل+ هذا ال+ باب حدود ."", ""عند تغلغل مواقع ال+ تواصل ال+ اجتماعي إلى جميع أوصال ال+ مجتمع و+ انغماس +ه في +ه تغير تكوين +ه ب+ شكل كامل ."", ""لم تعد ال+ مجتمعات مترابطة ب+ ال+ شكل الذي كانت على +ه من قبل , أصبح ال+ تزاور أمرا نادرا للعديدين , و+ أصبح ال+ تواصل وهميا من خلف ال+ شاشات ."", ""و+ من وجهة نظر أخرى , ساعدت مواقع ال+ تواصل ال+ اجتماعي في جعل ال+ عالم مكانا أصغر حيث عملت على تقريب ال+ قارات و+ ال+ قلوب ل+ يصبح من ال+ سهل ال+ تعرف على مختلف ال+ ثقافات و+ ال+ استفادة من +ها ."", ""ب+ شكل آخر , ل+ قد تفكك ال+ مجتمع ال+ داخلي و+ تخللت +ه بعض ال+ فجوات ل+ يشكل مجتمعا أكبر عالميا مترابطا ب+ خيوط دقيقة لا ترى .""]","[12, 12, 12, 10, 12, 12, 12, 12, 12, 12, 12]",12,11.818181818181818
AR-130-85331,B2,144,تشهد دولة الإمارات العربية المتحدة تطورا كبيرا من ناحية الحضارة، وذلك يعود لمؤسس هذه الدولة الرائدة الشيخ زايد بن سلطان رحمه الله وأسكنه فسيح جناته. فبقوة إصراره وعزيمته وأحلامه حول هذه الصحراء القاحلة الصفراء إلى جنة مزدهرة خضراء. كانت حضارة دولة الإمارات تعتمد على البساطة وقد تغير كل شيء فور اكتشاف حقول البترول التي ساهمت وبشكل كبير في تنمية الدولة بشكل اقتصادي وحضاري. فقد أصبحت دولة الإمارات العربية المتحدة دولة رائدة في شتى المجالات ولم تكتف بذلك بل سعت الدولة إلى طلب وتحقيق المستحيل وارتقت طموحاتها إلى أن تكون دائما الأفضل في جميع المجالات، مما أدى إلى نمو حضارتها وتطورها عن باقي الدول بعقود. وفي الخاتمة نوجه شكرا كبيرا لوالد هذه الدولة العظيمة الشيخ زايد بن سلطان - رحمه الله - ولحكام الإمارات السبع على جهودهم في تنمية وترقية هذه الدولة التي أصبحت علما يرفرف به كل إنسان على هذه الأرض ومصدر فخر للإنسانية.,"[""تشهد دولة ال+ إمارات ال+ عربية ال+ متحدة تطورا كبيرا من ناحية ال+ حضارة , و+ ذلك يعود ل+ مؤسس هذه ال+ دولة ال+ رائدة ال+ شيخ زايد بن سلطان رحم +ه الله و+ أسكن +ه فسيح جنات +ه ."", ""ف+ ب+ قوة إصرار +ه و+ عزيمة +ه و+ أحلام +ه حول هذه ال+ صحراء ال+ قاحلة ال+ صفراء إلى جنة مزدهرة خضراء ."", ""كانت حضارة دولة ال+ إمارات تعتمد على ال+ بساطة و+ قد تغير كل شيء فور اكتشاف حقول ال+ بترول التي ساهمت و+ ب+ شكل كبير في تنمية ال+ دولة ب+ شكل اقتصادي و+ حضاري ."", ""ف+ قد أصبحت دولة ال+ إمارات ال+ عربية ال+ متحدة دولة رائدة في شتى ال+ مجالات و+ لم تكتف ب+ ذلك بل سعت ال+ دولة إلى طلب و+ تحقيق ال+ مستحيل و+ ارتقت طموحات +ها إلى أن تكون دائما ال+ أفضل في جميع ال+ مجالات , من +ما أدى إلى نمو حضارة +ها و+ تطور +ها عن باقي ال+ دول ب+ عقود ."", ""و+ في ال+ خاتمة نوجه شكرا كبيرا ل+ والد هذه ال+ دولة ال+ عظيمة ال+ شيخ زايد بن سلطان - رحم +ه الله - و+ ل+ حكام ال+ إمارات ال+ سبع على جهود +هم في تنمية و+ ترقية هذه ال+ دولة التي أصبحت علما يرفرف ب +ه كل إنسان على هذه ال+ أرض و+ مصدر فخر ل+ ال+ إنسانية .""]","[12, 12, 14, 12, 12]",14,12.4
AR-130-85466,B1,152,أينما ذهبت سترى الناس بيدهم أحد أخطر الأشياء في أيديهم: الهاتف المحمول. قد يبدو كشيء عادي ولكن ما في الهاتف يضر المجتمع والأفراد أيضا. للأسف يعتمد هذا الجيل على مواقع التواصل الاجتماعي، حيث يقومون بتقليد الموضات الحديثة السيئة والمحرمة التي تؤدي بالمجتمع إلي الفساد والتهور. كثرة استخدام الناس لهذه البرامج سببت التفكك الأسري والتوحد بسبب استخدام الفرد له لأكثر من ثماني ساعات. التوحد والانعزال الذي يغرق فيه المستخدم لا مفر منه، لأنه إذا استمر قد يصبح مريضا نفسيا وغير ناجح في حياته الاجتماعية. زادت هذه البرامج نسبة التنمر بين المراهقين مما أدى إلى الاكتئاب وبعد ذلك الانتحار. تقوم وسائل التواصل الاجتماعي بإعطاء الناس صورة خاطئة عن الحياة السعيدة، فتؤدي بالفرد إلى الاختباء وراء قناع ويتنكر، وتزيد الكراهية حين لا يحصل على ما حصل عليه غيره. قد تكون لها أضرار، ولكنها ساعدت العائلات في التواصل عند بعد المسافات، وتساعد الناس على معرفة عادات وتقاليد دول أخرى. كن ذكيا بما تفعله بوقتك، فالوقت كالسيف.,"[""أينما ذهبت س+ ترى ال+ ناس ب+ يد +هم أحد أخطر ال+ أشياء في أيدي +هم : ال+ هاتف ال+ محمول ."", ""قد يبدو ك+ شيء عادي و+ لكن ما في ال+ هاتف يضر ال+ مجتمع و+ ال+ أفراد أيضا ."", ""ل+ ال+ أسف يعتمد هذا ال+ جيل على مواقع ال+ تواصل ال+ اجتماعي , حيث يقومون ب+ تقليد ال+ موضات ال+ حديثة ال+ سيئة و+ ال+ محرمة التي تؤدي ب+ ال+ مجتمع إلى ال+ فساد و+ ال+ تهور ."", ""كثرة استخدام ال+ ناس ل+ هذه ال+ برامج سببت ال+ تفكك ال+ أسري و+ ال+ توحد ب+ سبب استخدام ال+ فرد ل +ه ل+ أكثر من ثماني ساعات ."", ""ال+ توحد و+ ال+ انعزال الذي يغرق في +ه ال+ مستخدم لا مفر من +ه , ل+ أن +ه إذا استمر قد يصبح مريضا نفسيا و+ غير ناجح في حياة +ه ال+ اجتماعية ."", ""زادت هذه ال+ برامج نسبة ال+ تنمر بين ال+ مراهقين من +ما أدى إلى ال+ اكتئاب و+ بعد ذلك ال+ انتحار ."", ""تقوم وسائل ال+ تواصل ال+ اجتماعي ب+ إعطاء ال+ ناس صورة خاطئة عن ال+ حياة ال+ سعيدة , ف+ تؤدي ب+ ال+ فرد إلى ال+ اختباء وراء قناع و+ يتنكر , و+ تزيد ال+ كراهية حين لا يحصل على ما حصل على +ه غير +ه ."", ""قد تكون ل +ها أضرار , و+ لكن +ها ساعدت ال+ عائلات في ال+ تواصل عند بعد ال+ مسافات , و+ تساعد ال+ ناس على معرفة عادات و+ تقاليد دول أخرى ."", ""كن ذكيا ب+ ما تفعل +ه ب+ وقت +ك , ف+ ال+ وقت ك+ ال+ سيف .""]","[10, 10, 12, 14, 13, 13, 13, 11, 10]",14,11.777777777777779
AR-130-85828,B1,86,التطور الحضاري في دولة الإمارات دولة الإمارات تتطور بشكل كبير كل عشر سنين وهي من أكثر الدول التي تطورت في العالم وتطور في أشياء مثل المستشفيات والمدارس والاهتمام بالنظافة والأمان، وهي توفر جميع الأشياء للناس التي من خارج الدولة وأيضا تطور في علم اللغات، مثلا من خمسة شهور طلع قرار تعليم اللغة الصينية في أغلب المدارس وهذا شيء جميل. والذي نلاحظه أن الفرق بين كل جيل فرق كبير والتطور كبير في الكلام والثقافة وأيضا في تفكيرهم وفي كل سنة الإمارات تتطور ولو في شيء واحد مثلا.,"[""ال+ تطور ال+ حضاري في دولة ال+ إمارات دولة ال+ إمارات تتطور ب+ شكل كبير كل عشر سنين و+ هي من أكثر ال+ دول التي تطورت في ال+ عالم و+ تطور في أشياء مثل ال+ مستشفيات و+ ال+ مدارس و+ ال+ اهتمام ب+ ال+ نظافة و+ ال+ أمان , و+ هي توفر جميع ال+ أشياء ل+ ال+ ناس التي من خارج ال+ دولة و+ أيضا تطور في علم ال+ لغات , مثلا من خمسة شهور طلع قرار تعليم ال+ لغة ال+ صينية في أغلب ال+ مدارس و+ هذا شيء جميل ."", ""و+ الذي نلاحظ +ه أن ال+ فرق بين كل جيل فرق كبير و+ ال+ تطور كبير في ال+ كلام و+ ال+ ثقافة و+ أيضا في تفكير +هم و+ في كل سنة ال+ إمارات تتطور و+ لو في شيء واحد مثلا .""]","[12, 12]",12,12.0
