Document_ID,Essay,CEFR,word_count
AR-130-192747,تعتبر وسائل التواصل الاجتماعي تسهيلا لعملية التواصل بين الأصدقاء والعائلة، وكذلك تسهل على الشخص تعلم معلومات جديدة في التواصل الاجتماعي. وهناك الكثير من المواقع التي تمكن للشخص التواصل، وأيضا تأثيرات تلك المواقع لا تنحصر على الإيجابيات فقط أو السلبيات فحسب. هناك الكثير من التنمر في مواقع التواصل وهذا أيضا يؤدي إلى العنصرية بين المجتمع. إن احتكاك الفرد بعالم التواصل الاجتماعي يؤدي إلى اختراق شخصية افتراضية غير شخصيته وذلك من أجل التلاعب. رغم أهمية التواصل الاجتماعي - فهي مهمة للمجتمع - لكن هناك الكثير من الآراء حول انعكاسات استخدامها أحيانا. فهناك بعض من يراها نعمة والبعض الآخر يراها نقمة نظرا لانعكاساتها السلبية والتي يجب التعامل معها بجدية. يمكن أن يتأثر الأطفال بشكل كبير بمواقع التواصل الاجتماعي، وذلك لأن بعض الناس يشاركون الصور التي قد تحتوي على العنف أو المشاهد غير المناسبة مما يلحق الضرر بسلوك الأطفال والمراهقين وأيضا المجتمع، لذلك يجب على الأسرة أن تتعامل مع أطفالها.,B1,150
AR-130-192751,وسائل التواصل الاجتماعي منتشرة كثيرا في هذا العصر المواكب الحديث، تعددت استخداماتها وتعتبر سلاحا ذا حدين ولها تأثير إيجابي وسلبي على الفرد والمجتمع. التأثير الإيجابي على الفرد يمكن التواصل الشخصي التواصل مع أفراد العائلة والأصدقاء، ومشاركة الأفكار وأيضا في التجارة. أما التأثير الإيجابي للمجتمع هو معرفة ما يدور حول العالم ورغبات أفراد المجتمع. التأثير السلبي للفرد هو الإدمان والابتزاز وضياع الوقت وعدم القدرة على السيطرة والتحكم في استخدام التواصل الاجتماعي. التأثير السلبي للمجتمع هو انتشار الشائعات والأسرار. لا بد من مراقبة أنفسنا في استخدام وسائل التواصل الاجتماعي واختيار الطرق الصحيحة لكي لا نقع في سلبياته.,B1,100
AR-130-192885,هناك الكثير من وسائل التواصل الاجتماعي التي تؤثر تأثيرا سلبيا وإيجابيا على الفرد وعلى المجتمع. أصبح تداول الرسائل في وسائل التواصل الاجتماعي أمرا سهلا هذه الأيام، مما أدى إلى الخصام والنزاع عبر وسائل التواصل الاجتماعي بشكل يومي. أثرت وسائل التواصل الاجتماعي على المجتمع كثيرا مما أدى إلى خصام وتفكك بعض الأسر وتشتت الأطفال. أصبح لدى كل شخص حساب على هذه الوسائل وهذا السبب أدى إلى زيادة عدد الخلافات والخصام عبر هذه الوسائل. أثرت وسائل التواصل الاجتماعي تأثيرا سلبيا على المجتمع الغربي والعربي منها تعاطي المخدرات وغيرها. أثرت تأثيرا إيجابيا على فئة من المجتمع. آمل أن يكون هناك قانون يعاقب كل شخص يسيء بأي شكل لأي شخص بدون أي شكوى لأي مسؤول، وبذلك سوف تقل آثار وسائل التواصل الاجتماعي. في هذه الأيام كثرت هذه المشاكل في دولة الإمارات العربية المتحدة.,B1,100
AR-130-192922,للتسامح أهمية كبيرة في المجتمع فهو العفو وتجاهل أخطاء الآخرين لكسب محبتهم من أجل الحد من العنف والنزاعات، يحتاج المجتمع أن يدرك ما مدى أهمية مسامحة الآخرين فيجب أن نعزز هذه الثقافة في المجتمع لكي ينتشر الاحترام، ومن بعض الأهميات إبعاد الحقد والكراهية بين البشر وتوافر الأمن والأمان وتقوية العلاقات بين الأفراد. هناك تأثير كبير لوسائل التواصل الاجتماعي وخصوصا على الأطفال لأنها تسبب إدمانا غير إرادي وتضيعة وقت لمستخدمي الهواتف لفترة طويلة، فإن من الممكن أن يتأثر الفرد بما ينظر إليه في وسائل التواصل الاجتماعي وينتج هذا تغيرا في سلوك الشخص ومعاملته لأصدقائه أو أهله، كما أن هناك أيضا إيجابيات.,B1,100
AR-130-192949,تعد برامج التواصل الاجتماعي من البرامج الأكثر أهمية في وقتنا الحاضر لجميع الفئات العمرية مما ينتج عن ذلك عدة نتائج إيجابية وسلبية على الفرد والمجتمع. من أكثر البرامج الاجتماعية شهرة في هذا الوقت، والذي يتم عبره تداول جميع أنواع الأخبار عن شتى مجالات الحياة هو برنامج أو تطبيق (سنابتشات)، وهو عبارة عن برنامج متاح لجميع الفئات العمرية ويتم من خلاله التواصل مع أي شخص يستخدم هذا التطبيق ومشاركة الصور والفيديوهات القصيرة مع بعضهم البعض، كما يمكنك متابعة أي شخص سواء كان من المشاهير أو الممثلين. ومن آثاره الإيجابية هي أن تكون قادرا على معرفة جميع الأخبار وبكل سهولة وفي أي وقت. والآثار السلبية تنطبق على كيفية استخدام الشخص للبرامج كمتابعة الأشخاص الذين ينشرون أخبارا كاذبة أو سيئي التعامل.,B1,100
AR-130-193363,أصبح التواصل الاجتماعي شيئا يعيش معنا ويوجد الكثير من الناس الذين لا يستطيعون قضاء القليل من الوقت بدون تفقد التواصل الاجتماعي. لكل شيء في الحياة سلبياته وإيجابياته، والتواصل الاجتماعي أحد هذه الأشياء، لذلك سنذكر القليل من الإيجابيات والقليل من السلبيات. أولا من إيجابيات التواصل الاجتماعي هي أنه يمكن أن ترى أحوال الناس والأقرباء والأصدقاء عن طريق التواصل الاجتماعي، وتستطيع أيضا أن تتحدث مع أشخاص ولو كان يبعد بينكم الكثير من المسافات، التواصل الاجتماعي يجمعكم في لحظة ودقيقة. ومن سلبياته أنه يبعدك عن أهلك ويسبب لك الإدمان وعدم القدرة على التحمل بأن لا تتفقد التواصل الاجتماعي ويتسبب في جعلك شخصا عصبيا جدا.,B1,100
AR-130-193451,التسامح التسامح سمة وثقافة موجودة في جميع مجالات الحياة، التسامح هو سمة وثقافة عظيمة. يأتي التسامح في عدة أشكال، مثال على ذلك (التسامح في العقائد) و (التسامح مع الذات) و (التسامح وتقبل الاختلاف) إلخ.. مع اختلاف الزمن وتنوع الديانات يجب أن نعزز التسامح في العقائد وتقبل الاختلاف، لأن ثقافة التسامح هي العنصر الأساسي لجعل الشعوب تتعايش في سلام. ثقافة التسامح مع الذات هي عدم توبيخ النفس أو تعقيد الأمر على الذات وتحمل ما لا تستطيع. ولتعزيز التسامح مع الذات نجعل الشخص يتعاون في مساعدة الناس له وعدم تحمل مسؤولية ما لا يستطيع وإجهاد النفس. ثقافة التسامح وتقبل الاختلاف هي كاختلاف الجنس واختلاف العقيدة واختلاف الثقافة واختلاف العرق.,B1,100
AR-130-193838,وسائل التواصل الاجتماعي وتأثيرها على الفرد والمجتمع وسائل التواصل الاجتماعي هي وسيلة للتواصل بين الأفراد والمجتمع، لها أثر إيجابي وسلبي، الإيجابي مثل: التواصل بين الأقارب والأصدقاء واستكشاف البحوث العلمية وغيرها، والسلبي يوجد له أثر قوي منه: الجلوس لمدة طويلة وعدم الجلوس مع الأقارب - فهي تضيع الوقت - وعدم أداء بعض من الواجبات المفروضة. فعلى كل فرد أن يضع بين وسائل التواصل الاجتماعي وقتا كافيا لأداء واجباته، واستغلال الوقت الآخر بشيء مفيد له مثل: القراءة لتنمية مهارته والجلوس بين الأهل والاستمتاع بينهم.,B1,50
AR-130-194708,التطور الحضاري الذي تشهده دولة الإمارات بالحديث عن التطور في بداية السبعينات لم تشهد دولة الإمارات هذا التطور الملحوظ، ولكن مع العلم أصبحت دولتنا من الدول المتطورة والبارزة في شتى المجالات.,B1,0
AR-130-194718,دولة الإمارات العربية المتحدة من أفضل الدول التي تطورت بشكل سريع جدا، الكثير من الدول الأجنبية متطورة ولكنها بدأت بالتطور منذ قرون ودولة الإمارات لم تكمل قرنا منذ مسيرة الاتحاد. الشيخ زايد - طيب الله ثراه - استطاع أن يوحد دولة الإمارات وبدأ مسيرة الاتحاد مع المغفور له الشيخ راشد آل مكتوم. بعد مسيرة الاتحاد بدأت دولة الإمارات العربية المتحدة في التطور بشكل سريع في العديد من المجالات منها السياسية والاقتصادية. الشيخ زايد - طيب الله ثراه - بنى العديد من المدارس والمستشفيات والمنازل لمواطني دولة الإمارات، وهذا فخر كبير لكل مواطن يعيش على أرض هذه الدولة العظيمة. بعد وفاة الشيخ زايد - طيبه الله - لم تتوقف دولة الإمارات عن التطور ولكنها تطورت ووصلت للعالمية. الآن جميع الناس يعلمون ما هي مدينة دبي، إذا سألنا المارة في دولة غربية عن مدينة دبي فإنهم سيعرفونها لأنها من أعظم المدن. دبي أصبحت وجهة سياحية للكثير من الناس فإنها تستقبل ملايين السياح كل عام وهذا دليل كبير على تطورها. من الوجهات السياحية التي تكون مكتظة بالسياح هي برج خليفة وبرج العرب ودبي مول والعديد من الشواطئ التي يحبها السياح. بعض الإنجازات التي حققتها دولة الإمارات هي فوز دبي في برنامج إكسبو ٢٠٢٠ وإطلاق قمر صناعي مصنوع بأيدي إماراتية والكثير من الإنجازات التي لا تعد ولا تحصى. دولة الإمارات هي دولة متحضرة جدا وأنا فخورة لكوني مواطنة من دولة الإمارات وأعيش على أرضها. ودولة الإمارات لن تتوقف هنا بل سوف تستمر بالتطور وإبهار العالم بها.,B2,200
AR-130-195100,جميع الدول تسعى في التطور ومواكبة التطور، لذلك نرى الآن المجتمع أصبح منفتحا كثيرا وخاصة في هذا الزمن. والآن بدأ استخدام وسائل التواصل الاجتماعي المتعددة مثل السنابتشات وإنستجرام ويوتيوب وواتساب والكثير غيرها. جميعها إما بإمكان الإنسان استخدامها بشكل إيجابي والاستفادة منها أو استخدامها بشكل سلبي والتضرر منها، وتأثيرها كبير جدا على المجتمع وأيضا على الفرد. أضرار وسائل التواصل الاجتماعي على الفرد والمجتمع هي إضاعة الوقت والأمراض والصحبة غير الصالحة والانعزال وتغير في السلوكيات. يؤثر التواصل الاجتماعي على الفرد بشكل سلبي فيجعله منعزلا عن العالم الخارجي، يغير سلوكياته، يبعده عن العائلة. ولكن هناك إيجابيات أيضا، سهولة التواصل مع الآخرين وتثقيف أو إيصال فكرة جيدة عن طريقها. لكل شيء سلبياته وإيجابياته ولكن تعتمد على الشخص وتربيته وأخلاقه. إذا كنت تريد استخدام وسائل التواصل الاجتماعي بشكل إيجابي فسوف تستخدمه، أما إذا كنت تريد استخدامه بشكل سلبي فسوف تستخدمه بشكل سلبي وذلك عائد لكل شخص.,B1,100
AR-130-19632,كيف نعزز ثقافة التسامح في المجتمع؟ للتسامح طرق عديدة ومنها ما أوصانا به والدنا - المغفور له بإذن الله - الشيخ زايد بن سلطان آل نهيان. لكن هناك من قد يعزز هذه الطبيعة الجميلة وهناك من لا يحسب لها وجودا ويعتبرها تفاهة. فعند التسامح تتصافى القلوب وتتبارى الجروح وتتزين الحياة بنقاء قلوب أصحابها. ألا ليت لو قدر كل إمرئ هذه النعمة، وكل أخ وأخته، وكل صاحب وصاحبه، أو حتى كل جار لجاره. مع التسامح تتكون أعمدة السلام بين الدول.,B1,50
AR-130-197835,وسائل التواصل الاجتماعي هي مجموعة من البرامج والشبكات العنكبوتية التي تساعدك على الاتصال بالعالم، ويتم استخدامها عبر الأجهزة الإلكترونية مثل الهاتف أو الحاسوب وغيرها. وسائل التواصل الاجتماعي بدأت تغزو العالم وانتشرت بشكل كبير. وبطبيعة العالم فلكل شيء تأثيرات سلبية وإيجابية، فوسائل التواصل الاجتماعي أدت إلى تأثيرات كبيرة على الفرد بشكل خاص وعلى المجتمع بشكل عام. في عصرنا الحالي أصبحت وسائل التواصل في متناول الكل فلا يوجد عمر محدد لتستخدمها، وأدت إلى تأثير إيجابي وسلبي على الأفراد. ساعدت وسائل التواصل الاجتماعي الأفراد على زيادة ثقافاتهم وتعرفهم على الشعوب الأخرى، فوسائل التواصل الاجتماعي أتاحت الفرصة للأفراد لمعرفة ما يجري حول العالم من منازلهم، فساهمت سهولة استخدام مواقع التواصل الاجتماعي في التعرف على عادات الشعوب والتواصل معهم. كما أن مواقع التواصل الاجتماعي ساهمت في زيادة الترابط وتقوية العلاقات إذ إنها تسهل عملية التواصل بين الأصدقاء والأهل في حين أنك لا تمنعك ظروفك من الذهاب إليهم كالابتعاد مثلا. ولكن لا بد من وجود أثر سلبي، فطريقة استخدامك الخاطئة لمواقع التواصل الاجتماعي قد تعرضك للجرائم الإلكترونية، فلا بد من الحذر وعدم التحدث أو نشر بياناتك مع الجميع. لا بد من مراقبة الأطفال لأن مواقع التواصل الاجتماعي قد تكون وسائل تواصل اجتماعي ذات باب معرفة خاطئا للصغار. وبشكل عام فمواقع التواصل الاجتماعي ساهمت في زيادة الترابط بين الشعوب والمجتمع مما ينعكس إيجابيا على علاقاتهم، كما أنها تساعد المجتمعات على التقدم من خلال معرفة آخر أخبار العالم مما يولد شعور المنافسة والتحديات بينهم. علاوة على ذلك وسائل التواصل الاجتماعي تساهم في تبادل الثقافات ونشر الوعي بين أفراد المجتمع، فمن السهل استخدامها للتبليغ عن بعض الأخطار المهمة، إذ إن سرعة انتشار الخبر في مواقع التواصل سريعة جدا وتستطيع إيصال الرسالة لأكثر من فئة عمرية مختلفة. ولكن قد يكون لها تأثير سلبي أحيانا، فبعض المجتمعات لا تستشف الجيد من ثقافات غيرها بل يتم تقليد الثقافات واتباع ثقافة لا تتبع عاداتهم مما يؤثر سلبا على المجتمع، وقد يتم فقد الهوية الوطنية وفقد ثقافتها وعاداتها. لكل شيء ينشر آثار سلبية وإيجابية على الفرد وعلى المجتمع ولكن هذا التأثير يعتمد على طريق استخدامنا وفهمنا لهذا الشيء فالتأثير لا يأتي إلا باختيارك أنت، فلا بد من نشر الوعي لتفادي الآثار السلبية التي قد تؤثر على الفرد وعلى المجتمع.,B2,350
AR-130-197898,هناك الكثير من الأمور المهمة التي يجب أن يسلط الضوء عليها لضرورة تواجدها في مجتمعاتنا، ومن أهمها غرس ثقافة التسامح بين الناس كبارا وصغارا. التسامح من شيم الإنسان وأهميته كبيرة حيث تكمن المحبة والرحمة في هذه الثقافة. ولتعزيز هذه الثقافة يجب علينا نشرها بين أبنائنا وأصدقائنا بروح إيجابية حتى يدركوا مدى أهميتها، حيث إنها تزيد من نسبة ترابط الأفراد ونسبة المحبة والاحترام بين الآخرين أيضا، حيث قامت بعض المراكز مؤخرا بنشر صفحات توعوية لضرورة تواجد هذه الثقافة لتقليل نسبة الجرائم الناتجة بسبب الكراهية الموجودة بين أفراد المجتمع. وهناك الكثير من الطرق لتعزيز التسامح، ومن أوائلها وجود الإرادة التي تكمن بداخل الشخص قبل تعزيزها بطرق أخرى.,B2,100
AR-130-198249,قبل ٥٠ سنة كانت دولة الإمارات العربية المتحدة صحراء قاحلة تغطيها الكثبان الرملية، ولم يظنوا أن دولة الإمارات العربية المتحدة سوف تتطور. الجميع كان يظن أن دولة الإمارات ستبقى كما هي، ولكن طلع شخص من هذه الصحراء القاحلة وحول دولة الإمارات من صحراء إلى خضراء، وهل يا ترى تعلمون من هذا الشخص؟ الشيخ زايد - رحمه الله - هو هذا الشخص الذي جعل دولة الإمارات لؤلؤة الصحراء. شهدت الدول والأفراد التطور المفاجئ لدولة الإمارات وكيف تغيرت من صحراء إلى خضراء، أصبحت دولة الإمارات دولة حضارية متقدمة وتطورت تطورا سريعا والآن، أصبح عمر الدولة ٤٣ سنة ولا أظن أن هناك دولة تفوقت على دولة الإمارات من خلال التقدم الحضاري السريع. وليس فقط من خلال التطور الحضاري، أصبح هناك تطورا في الشعب، فشعب دولة الإمارات أسعد شعوب الأرض وهذا من فضل الله عز وجل وفضل شيوخ دولة الإمارات العربية المتحدة حفظهم الله. لن ينسى شعب الإمارات المغفور له الشيخ زايد الذي كرس حياته في تطور هذه البلاد وتحدى العالم والشعوب الأخرى في جعل دولة الإمارات لؤلؤة الصحراء.,B2,150
AR-130-19883,توجد في كل شيء سلبيات وإيجابيات بالطبع، لكنه يعتمد على كيفية استخدام الجهاز والوسائل، ومثال على هذا هو وسائل التواصل الاجتماعي. تتعدد طرق تأثير الوسائل على الفرد والمجتمع بطرق كثيرة. من إيجابيات هذه الوسائل أنها توفر علينا الكثير من الوقت وسهلت علينا طريقة العيش. مثلا التواصل مع الأقارب أصبح أكثر بكثير عن قبل، كما أنها توفر العديد من التطبيقات التي تجعل الأمور على الفرد سهلة، مثل تطبيقات الشراء (تستطيع قضاء حاجياتك المهمة وأنت في منزلك بدلا من الخروج وتضييع الوقت). أيضا وفرت لنا هذه الوسائل سهولة في استخراج المعلومات والتأكد من صحتها. لكن على الجانب الآخر توجد العديد من السلبيات لهذه التقنية الحديثة (تستطيع أن تضيع وقتك بشكل سريع من غير أن تدرك). وأيضا صلة الرحم أصبحت قليلة وغير مهمة حيث إننا نسأل عن بعضنا عن طريقها من غير الذهاب إلى الشخص والتحدث معه. من السلبيات أيضا أن هناك أطفال يضعون بياناتهم الشخصية في مواقع التواصل من غير حذر الأهل عليهم.,B1,100
AR-130-199101,"الجميع يتحدث عن الإمارات العربية المتحدة وعن تطور بنيتها التحتية وبالتأكيد هنالك المزيد. سوف نتطرق في هذا الموضوع ونتحدث عن التطور الذي تشهده دولة الإمارات سواء كانت في الدولة أو خارجها. لنبدأ ونتحدث عن التطور في داخل الدولة. ولنبدأ أيضا بأول إماراة أو العاصمة أبو ظبي، إذا كنت من الملمين ومحبي السيارات فلا يسعك أن تذهب إلا إلى عالم فراري فهو أكبر مبنى للسيارات. إذا أردت الذهاب إلى التسوق فهناك ياس مول ودلما مول وغيرها من أماكن التسوق الرائع. وإذا كنت من محبي التصوير فالذهاب إلى مسجد الشيخ زايد هو الخيار الأفضل - وللمعلومية فقط إنه أكبر مسجد في العالم. أما الآن لا أعلم من أين أبدأ وبالحقيقة وأنا متأكدة بأنكم تعلمون عن هذه الإمارة ومن الممكن أكثر مني. نعم دبي، برج خليفة الذي أصبح من أشهر الأبراج في العالم ودخل موسوعة غينيس بأنه أطول برج في العالم، وهناك أخبار بأنه سوف يكون أطول من برج خليفة وهو قيد التنفيذ، هذا والله أعلم. دبي مول أيضا من أكبر مراكز التسوق في العالم وأيضا هناك مشروع عمل مركز أكبر ""إعمار يا دبي"". لننتقل إلى آخر محطة وإمارة وهي الشارقة عاصمة التراث، فمن المعروف أن صاحب السمو الشيخ سلطان القاسمي من أشد محبي التراث وأيضا الكتب، فخلال كل سنة يفتح معرض الشارقة الدولي الذي يزوره آلاف الزوار - وأنا من ضمنهم - لشراء الكتب وحضور الفعاليات. هنالك بالطبع إمارات أخرى ولكن من أشهرهم أبو ظبي ودبي والشارقة. أخيرا وليس آخرا تتسم دولة الإمارات بحضارة تاريخية تلفت نظر المشاهد سواء صغير أم كبير، وأرجو من الجميع الحضور وزيارة كل المعالم التي توجد في الدولة والاستمتاع بمراكزها وتراثها.",B2,250
AR-130-19921,وسائل التواصل الاجتماعي أصبحت واحدة من الأمور المهمة في عصرنا هذا، وقد أثرت على العالم في الفترة الأخيرة بشكل سلبي. في رأيي الآن الناس بدأوا يستخدمونها في أشياء ليس لها معنى ولا هدف، ناحية الإنستجرام وتويتر. وأصبحت هذه الأشياء شائعة وبدأت تلعب بعقول الناس وتشوشهم وتدخلهم إلى حفرة الضياع والتهلكة ولكن يجب علينا ترك هذه الأجهزة وهذه المواقع التي لا فائدة منها. التركيز في الأمور المهمة مثل الدراسة والعمل والتثقيف هي من أفضل الأشياء التي يجب القيام بها لإنهاء المهام والتطور. ويجب علينا أن لا نجعل مواقع التواصل الاجتماعي جزءا كبيرا من حياتنا لأنها في آخر المطاف شيء يستخدم في أوقات الحاجة ومرات في نشر الأخبار أو المعلومات المفيدة. ولكن في الآونة الأخيرة ظهرت بعض المشاكل من أمثلتها التعرف على أشخاص جدد، وفي بعض الأحيان تكون نهايتها الوقوع في المشاكل والضياع وهذا سيئ جدا لأنك لا تعرف من هم، لا تعرف هويتهم ولا تعرف ماذا يريدون منك. ولا يجب أن نقع في هذه الحفر وأن لا نجعلها تسيطر علينا بشكل سلبي ويجب أن نحتفظ بمعلوماتنا الشخصية وعدم تداولها بين الناس. مواقع التواصل الاجتماعي قد تسبب الفساد.,B1,150
AR-130-199634,كما نعلم أنه في زمننا هذا التواصل الاجتماعي أصبح كل شيء للمجتمع، فلا يوجد فرد في هذا المجتمع لا يستخدم وسيلة من وسائل التواصل الاجتماعي، ولكن هناك إيجابيات وسلبيات للتواصل الاجتماعي. ومن إيجابياتها سهولة التواصل الأسري وتطوير المجتمع وإنهاء المعاملات بسهولة فلا داعي للذهاب وقضاء كل اليوم لإنهاء معاملة بسيطة. وأيضا أصبح الآن كتجارة للبعض، والكثير من الإيجابيات التي ساعدت المجتمع من خلال برامج التواصل الاجتماعي. ولكن أيضا هناك من يستخدم برامج التواصل الاجتماعي بالطريقة الخاطئة التي سببت ضررا لهم وأثرت عليهم وعلى صحتهم مثل قضاء وقت طويل على الهاتف ووضع الهاتف في الشاحن عند النوم وذلك تسبب في ضرر للمنزل. وأيضا المراهقين بعضهم قد يسيء استخدام برامج التواصل الاجتماعي من خلال مشاهدتهم للصور والفيديوهات المخلة بالآداب. وأيضا فإن استخدام وسائل التواصل الاجتماعي قد يؤثر على الطلاب في عدم قدرتهم على التركيز في دروسهم وواجباتهم وذلك قد يتسبب في نزول درجاتهم، وفي بعض الأحيان ذلك يؤدي لعدم قدرتهم على الاستمرار في الدراسة والتوقف. وكل هذا يحدث بسبب سوء استخدام وسائل التواصل الاجتماعي، فيجب أن يكون هناك توعية مستمرة لكيفية استخدام وسائل التواصل الاجتماعي بالطريقة الصحيحة النافعة.,B2,150
AR-130-199747,تعد وسائل التواصل الاجتماعي أحد أهم الوسائل للتواصل في القرن الواحد والعشرين، حيث أصبح الجميع على دراية بطريقة استخدامها. لكن هذه الوسائل أصبحت تؤثر على الفرد خاصة والمجتمع عامة، حيث أصبحت أحد أولوياتنا في الحياة خصوصا للمراهقين لأنها تعزلهم عن المجتمع الخارجي ولا تجعلهم في وعي لما يحدث حولهم. كما هو معروف فكل شيء في هذه الدنيا له سلبيات وإيجابيات، فوسائل التواصل أيضا لها سلبيات وإيجابيات. في البداية سلبيات وسائل التواصل الاجتماعي، أولا الإدمان وهو أحد أخطر المشاكل التي يواجهها المراهقون حيث أصبحت هذه المواقع كالمخدرات التي لا يستطيعون الاستغناء عنها في أي وقت، وهو ما يقودهم للحصول على درجات متدنية سواء في الجامعة أو المدرسة. ثانيا التأثر بالمشاهير الذين إذا فعلوا شيئا أصبح الناس يقلدونهم حتى لو كان خطأ. أما عن إيجابيات هذه المواقع فهي تساعدنا على اكتساب المعلومات بسهولة دون تعب ولا جهد، وأيضا من خلالها نستطيع التعرف على أصدقاء من دول مختلفة ونفهم ثقافاتهم. في النهاية وسائل التواصل الاجتماعي شيء لا نستطيع الاستغناء عنه في هذا الوقت. على الرغم من وجود سلبيات عديدة، لكن إذا لم نأخذ بالسلبيات وأخذنا الإيجابيات فهذه الإيجابيات سوف تؤثر على المجتمع بشكل جيد.,B2,150
AR-130-199818,في الآونة الأخيرة ظهرت لدينا العديد من وسائل التواصل الاجتماعي. بالطبع هنالك تأثير على الفرد والمجتمع، فكما نعلم وسائل التواصل الاجتماعي متاحة للجميع ويمكن للأطفال أيضا المشاركة فيها وهنا قد تتضمن ضررا كبيرا قد يودي بحياة الأطفال. قد يتواصل أحد المستخدمون السيئون مع هؤلاء الأطفال ويقومون بخداعهم للقيام بأمور فظيعة كالقتل أو السرقة. أيضا هنالك الكثير من الأشخاص الذين يقومون بسرقة المعلومات الشخصية والهامة لغرض التهديد أو افتعال المشاكل. في الآونة الأخيرة وبعد ظهور هذه الوسائل أصبح الناس منعزلون عن المجتمع واستقلوا بأنفسهم وابتعدوا عن عائلاتهم وأصدقائهم. هنالك العديد من الإيجابيات لهذا التواصل ولكن علينا استخدامها بشكل صحيح والحذر من الفئة التي تفتعل المشاكل.,B1,100
AR-130-287997,السلام عليكم ورحمة الله وبركاته. وسائل التواصل الاجتماعي هي وسائل منها نستطيع أن نتشارك الأفكار والبحث عن المعلومات التي تساعدنا في حياتنا، ولكن وسائل التواصل الاجتماعي لها جوانب سلبية وإيجابية. سلبيات التواصل الاجتماعي هي كثرة الجلوس على الهاتف وهذا يسبب مشاكل صحية. لهذا حاول الابتعاد عن الهاتف قدر الإمكان لكي تتجنب هذه المخاطر واشغل نفسك في أشياء أخرى لكي لا تشاهد الهاتف لساعات طويلة. إيجابيات التواصل الاجتماعي يمكنك أن تعمل على أبحاثك من خلاله وتستطيع أن تمارس دراستك عن طريق التواصل الاجتماعي. وتأثير التواصل الاجتماعي على أفراد المجتمع تأثير كبير حتى أصبح التواصل الاجتماعي هوسا لدى البعض لا يستطيع التوقف عنه.,B1,100
AR-130-288874,أطلقت دولة الإمارات برنامجا وطنيا للتسامح وشرعت قانون مكافحة التميز والكراهية وأسست الكثير من المراكز لمكافحة التطرف والإرهاب. تعددت حضارات دولة الإمارات ومنها حضارة الإمارات في العصر البرونزي وحضارة أم النار وحقبة جبل حفيت. وشهدت دولة الإمارات تطورا عميقا جدا وذلك من خلال تطور وازدهار إمارة دبي، وذلك من خلال بناء برج خليفة وهو أطول برج في العالم. يمكن أن يؤثر التواصل الاجتماعي على الأفراد وذلك من خلال التليفون.,B2,50
AR-130-289073,التواصل الاجتماعي في هذا الوقت أصبح الأكثر استخداما بين جميع الأجيال. قمنا نشاهد الأطفال ذي ١٠ سنوات لديهم الهاتف المتحرك ويتجولون بين البرامج من دون أي مراقبة من قبل الأهالي، وهذا الفعل يجعل الجيل القادم في خطر. للتواصل الاجتماعي سلبيات وإيجابيات كثيرة، من أهم الإيجابيات سرعة التواصل بين الناس، لكن في رأيي إن السلبيات أكثر من الإيجابيات، ومن بعض السلبيات تأثيرها في الصحة.,B1,50
AR-130-289115,إن وسائل التواصل الاجتماعي هي أهم تواصل بين الأسرة والمجتمع في كل أنحاء الدول، وقد تكون تأثيرا أهم من المجتمع مثل: الأسرة أو عمل تطوعي، وأما تطبيقاتها فيكون تأثيرها كبيرا مثل واتساب، سنابتشات أو إنستجرام.,A2,0
AR-130-289903,أصبح لوسائل التواصل الاجتماعي تأثير سالب على الفرد والمجتمع، أصبح المجتمع يجلس طوال الأيام على التواصل الاجتماعي، وغير ذلك الإنسان يفقد حياته ويهدر شبابه على التواصل الاجتماعي. تفرقت الأسر بسبب التواصل الاجتماعي وأصبحت معظم المشاكل تأتي من التواصل الاجتماعي، ولكن هناك جوانب إيجابية للتواصل الاجتماعي. أصبحت معظم الأعمال أو الأخبار على التواصل الاجتماعي ومعظم التعارف على التواصل الاجتماعي مثل الواتساب والإنستجرام والفيسبوك من أشهر وأفضل البرامج. يجب على المجتمع الموازنة بين التواصل الاجتماعي للحفاظ على الوقت والحياة.,B1,50
AR-130-292703,هنالك وسائل عدة للتواصل الاجتماعي.,Unassessable,0
