Document_ID,sentences,avg_syllables_per_word,max_syllables,avg_unique_lemmas,avg_unique_lemma_pos,avg_camel_tokens,CEFR
AR_gpt-4o_13_136_2705,14,2.49190875409725,7.0,20.5,20.5,23.714285714285715,C1
AR_gpt-4o_13_136_2706,20,2.531604716382614,5.0,16.0,16.0,19.0,C1
AR_gpt-4o_13_136_2707,14,2.517270600425178,5.0,16.857142857142858,16.857142857142858,19.5,C1
AR_gpt-4o_13_136_2708,15,2.455032690040699,5.0,17.0,17.0,20.333333333333332,C1
AR_gpt-4o_13_136_2709,14,2.489284997062253,5.0,18.785714285714285,18.785714285714285,21.928571428571427,C1
AR_gpt-4o_13_136_2710,14,2.46614036049309,5.0,18.928571428571427,18.928571428571427,21.857142857142858,C1
AR_gpt-4o_13_136_2711,13,2.557740914107868,5.0,18.692307692307693,18.692307692307693,21.384615384615383,C2
AR_gpt-4o_13_136_2712,15,2.436718374218374,5.0,17.2,17.2,19.933333333333334,C2
AR_gpt-4o_13_136_2713,13,2.4895608921698464,5.0,18.076923076923077,18.076923076923077,21.0,C2
AR_gpt-4o_13_136_2714,16,2.6041083712039597,6.0,17.375,17.375,20.0625,C2
AR_gpt-4o_13_136_2715,16,2.4269135015596306,5.0,17.125,17.125,19.625,C2
AR_gpt-4o_13_136_2716,14,2.5598181037896057,5.0,19.642857142857142,19.642857142857142,23.428571428571427,C2
AR_gpt-4o_13_136_2717,12,2.55053806615255,6.0,19.666666666666668,19.666666666666668,22.333333333333332,C2
AR_gpt-4o_13_136_2718,15,2.510233317684592,5.0,19.533333333333335,19.533333333333335,23.0,C2
AR_gpt-4o_13_136_2719,16,2.649243965771594,6.0,18.0,18.0,20.5,C2
AR_gpt-4o_13_136_2720,15,2.485385137974652,5.0,15.733333333333333,15.733333333333333,17.866666666666667,C2
AR_gpt-4o_13_25_481,11,2.0476190476190474,5.0,5.363636363636363,5.363636363636363,6.7272727272727275,A1
AR_gpt-4o_13_25_482,14,2.061904761904762,4.0,4.857142857142857,4.857142857142857,6.142857142857143,A1
AR_gpt-4o_13_25_483,14,1.9634353741496597,4.0,4.571428571428571,4.571428571428571,5.928571428571429,A1
AR_gpt-4o_13_25_484,15,1.9266666666666665,4.0,5.0,5.0,6.266666666666667,A1
AR_gpt-4o_13_25_485,12,2.045436507936508,5.0,4.75,4.75,6.0,A1
AR_gpt-4o_13_25_486,13,1.987179487179487,4.0,5.076923076923077,5.076923076923077,6.384615384615385,A1
AR_gpt-4o_13_25_487,14,1.9064625850340136,5.0,5.071428571428571,5.071428571428571,6.357142857142857,A1
AR_gpt-4o_13_25_488,13,1.9822344322344323,5.0,4.923076923076923,4.923076923076923,6.461538461538462,A1
AR_gpt-4o_13_25_489,12,1.8700396825396826,4.0,4.666666666666667,4.666666666666667,5.833333333333333,A1
AR_gpt-4o_13_25_490,13,2.0679487179487177,4.0,5.3076923076923075,5.3076923076923075,6.538461538461538,A1
AR_gpt-4o_13_25_491,9,2.082797449464116,5.0,14.11111111111111,14.11111111111111,16.555555555555557,A2
AR_gpt-4o_13_25_492,10,2.0752250690485985,5.0,11.7,11.7,14.6,A2
AR_gpt-4o_13_25_493,12,2.201569148444148,5.0,11.166666666666666,11.166666666666666,13.666666666666666,A2
AR_gpt-4o_13_25_494,8,1.9883345820845821,5.0,12.5,12.5,14.875,A2
AR_gpt-4o_13_25_495,12,2.0723697598697597,5.0,9.916666666666666,9.916666666666666,12.333333333333334,A2
AR_gpt-4o_13_25_496,9,2.071082306066826,5.0,12.555555555555555,12.555555555555555,15.0,A2
AR_gpt-4o_13_25_497,10,2.060205905205905,5.0,11.4,11.4,14.3,A2
AR_gpt-4o_13_25_498,8,2.118658771783772,5.0,13.875,13.875,15.75,A2
AR_gpt-4o_13_25_499,10,2.217301587301587,5.0,8.3,8.3,9.6,A2
AR_gpt-4o_13_25_500,11,2.1275252525252526,6.0,11.272727272727273,11.272727272727273,13.272727272727273,A2
AR_gpt-4o_13_60_1181,19,2.221254978432752,5.0,13.526315789473685,13.526315789473685,15.631578947368421,B1
AR_gpt-4o_13_60_1182,18,2.360467833823097,5.0,11.88888888888889,11.88888888888889,14.333333333333334,B1
AR_gpt-4o_13_60_1183,17,2.360761801635504,6.0,11.823529411764707,11.823529411764707,13.764705882352942,B1
AR_gpt-4o_13_60_1184,13,2.374065556575678,5.0,13.846153846153847,13.846153846153847,16.23076923076923,B1
AR_gpt-4o_13_60_1185,15,2.2218917778128304,5.0,11.6,11.6,14.0,B1
AR_gpt-4o_13_60_1186,15,2.314157165503915,6.0,13.733333333333333,13.733333333333333,15.733333333333333,B1
AR_gpt-4o_13_60_1187,16,2.353013056184012,6.0,11.0625,11.0625,13.375,B1
AR_gpt-4o_13_60_1188,14,2.27643777030423,5.0,12.642857142857142,12.642857142857142,14.571428571428571,B1
AR_gpt-4o_13_60_1189,12,2.2752686884265834,5.0,16.5,16.5,19.916666666666668,B1
AR_gpt-4o_13_60_1190,16,2.4238129568552362,6.0,13.0625,13.0625,15.5625,B1
AR_gpt-4o_13_60_1191,16,2.4676081685127738,7.0,13.875,13.875,16.3125,B2
AR_gpt-4o_13_60_1192,13,2.343213699646491,5.0,18.0,18.0,21.692307692307693,B2
AR_gpt-4o_13_60_1193,13,2.393540685937685,6.0,16.923076923076923,16.923076923076923,19.846153846153847,B2
AR_gpt-4o_13_60_1194,18,2.309678720927431,5.0,14.61111111111111,14.61111111111111,17.27777777777778,B2
AR_gpt-4o_13_60_1195,17,2.2976401407200067,5.0,18.529411764705884,18.529411764705884,21.705882352941178,B2
AR_gpt-4o_13_60_1196,21,2.353206480727489,5.0,12.142857142857142,12.142857142857142,14.095238095238095,B2
AR_gpt-4o_13_60_1197,15,2.37902520882397,5.0,14.2,14.2,16.733333333333334,B2
AR_gpt-4o_13_60_1198,17,2.392031138795845,6.0,14.764705882352942,14.764705882352942,17.58823529411765,B2
AR_gpt-4o_13_60_1199,16,2.4323226507969156,5.0,14.0625,14.0625,16.375,B2
AR_gpt-4o_13_60_1200,13,2.3342381157515715,5.0,16.615384615384617,16.615384615384617,19.153846153846153,B2
AR_gpt-4o_13_81_1601,12,2.3930629827688654,5.0,13.166666666666666,13.166666666666666,15.583333333333334,B1
AR_gpt-4o_13_81_1602,13,2.33185685087859,5.0,13.0,13.0,15.384615384615385,B1
AR_gpt-4o_13_81_1603,13,2.2788360801697314,5.0,14.461538461538462,14.461538461538462,17.23076923076923,B1
AR_gpt-4o_13_81_1604,20,2.418146436896437,5.0,11.1,11.1,12.8,B1
AR_gpt-4o_13_81_1605,13,2.4169402657466317,6.0,13.846153846153847,13.846153846153847,16.307692307692307,B1
AR_gpt-4o_13_81_1606,13,2.34500532147591,6.0,17.846153846153847,17.846153846153847,20.846153846153847,B1
AR_gpt-4o_13_81_1607,12,2.3932250143647202,6.0,17.0,17.0,20.5,B1
AR_gpt-4o_13_81_1608,13,2.2568431568431566,5.0,13.23076923076923,13.23076923076923,15.538461538461538,B1
AR_gpt-4o_13_81_1609,16,2.367292807274425,6.0,10.625,10.625,12.5,B1
AR_gpt-4o_13_81_1610,10,2.2891262246525406,5.0,16.3,16.3,18.6,B1
AR_gpt-4o_13_81_1611,13,2.5338904103778246,5.0,17.23076923076923,17.23076923076923,20.076923076923077,B2
AR_gpt-4o_13_81_1612,16,2.30138180694005,5.0,17.125,17.125,20.25,B2
AR_gpt-4o_13_81_1613,16,2.3940285766112974,5.0,16.5,16.5,19.625,B2
AR_gpt-4o_13_81_1614,14,2.399256321961983,6.0,16.928571428571427,16.928571428571427,20.428571428571427,B2
AR_gpt-4o_13_81_1615,15,2.4195228036148753,5.0,15.466666666666667,15.466666666666667,18.466666666666665,B2
AR_gpt-4o_13_81_1616,15,2.532102377115165,6.0,15.933333333333334,15.933333333333334,18.466666666666665,B2
AR_gpt-4o_13_81_1617,15,2.4170408204887943,5.0,16.733333333333334,16.733333333333334,19.6,B2
AR_gpt-4o_13_81_1618,15,2.367683336030018,6.0,15.266666666666667,15.266666666666667,18.6,B2
AR_gpt-4o_13_81_1619,14,2.2916090310389636,6.0,17.785714285714285,17.785714285714285,21.285714285714285,B2
AR_gpt-4o_13_81_1620,14,2.4170434030562293,6.0,16.428571428571427,16.428571428571427,19.571428571428573,B2
AR_gpt-4o_13_82_1621,13,2.3157042740276843,6.0,14.153846153846153,14.153846153846153,17.23076923076923,B1
AR_gpt-4o_13_82_1622,12,2.422666304715987,5.0,16.25,16.25,19.416666666666668,B1
AR_gpt-4o_13_82_1623,13,2.235411080147922,5.0,14.23076923076923,14.23076923076923,17.53846153846154,B1
AR_gpt-4o_13_82_1624,15,2.270087379940321,6.0,12.6,12.6,15.0,B1
AR_gpt-4o_13_82_1625,15,2.3973110566763816,5.0,13.2,13.2,15.266666666666667,B1
AR_gpt-4o_13_82_1626,14,2.300416900903411,5.0,13.928571428571429,13.928571428571429,16.214285714285715,B1
AR_gpt-4o_13_82_1627,11,2.3514564164296785,6.0,16.363636363636363,16.363636363636363,19.818181818181817,B1
AR_gpt-4o_13_82_1628,11,2.3776065437830143,6.0,15.727272727272727,15.727272727272727,18.363636363636363,B1
AR_gpt-4o_13_82_1629,12,2.35803257629883,5.0,14.5,14.5,16.75,B1
AR_gpt-4o_13_82_1630,12,2.253215041061151,6.0,16.333333333333332,16.333333333333332,19.75,B1
AR_gpt-4o_13_82_1631,14,2.3929120842621026,6.0,16.142857142857142,16.142857142857142,19.071428571428573,B2
AR_gpt-4o_13_82_1632,12,2.32858759439137,5.0,16.333333333333332,16.333333333333332,19.166666666666668,B2
AR_gpt-4o_13_82_1633,15,2.4283830559991553,5.0,15.466666666666667,15.466666666666667,17.866666666666667,B2
AR_gpt-4o_13_82_1634,12,2.2915577029403225,6.0,19.166666666666668,19.166666666666668,23.25,B2
AR_gpt-4o_13_82_1635,18,2.324191990427623,5.0,15.666666666666666,15.666666666666666,18.333333333333332,B2
AR_gpt-4o_13_82_1636,13,2.3657490415607842,6.0,18.846153846153847,18.846153846153847,22.307692307692307,B2
AR_gpt-4o_13_82_1637,15,2.2985457748243787,5.0,17.2,17.2,20.733333333333334,B2
AR_gpt-4o_13_82_1638,11,2.4202872568976597,5.0,18.181818181818183,18.181818181818183,21.727272727272727,B2
AR_gpt-4o_13_82_1639,14,2.3059281815492993,5.0,16.285714285714285,16.285714285714285,18.928571428571427,B2
AR_gpt-4o_13_82_1640,14,2.3005385114080767,6.0,17.071428571428573,17.071428571428573,20.285714285714285,B2
AR_gpt-4o_14_132_2621,15,2.6106615083788993,6.0,14.8,14.8,17.266666666666666,C1
AR_gpt-4o_14_132_2622,17,2.5823897507721036,6.0,13.823529411764707,13.882352941176471,16.294117647058822,C1
AR_gpt-4o_14_132_2623,18,2.2922155637906414,6.0,14.0,14.0,16.444444444444443,C1
AR_gpt-4o_14_132_2624,15,2.3712193506278845,7.0,16.866666666666667,16.933333333333334,20.066666666666666,C1
AR_gpt-4o_14_132_2625,16,2.4503696542105984,6.0,14.625,14.625,17.375,C1
AR_gpt-4o_14_132_2626,16,2.578682474427849,6.0,16.375,16.375,19.5,C1
AR_gpt-4o_14_132_2627,17,2.5163092765305475,6.0,16.0,16.0,18.941176470588236,C1
AR_gpt-4o_14_132_2628,16,2.3383230208298142,5.0,16.0,16.0,19.125,C1
AR_gpt-4o_14_132_2629,16,2.5029597573445823,6.0,15.25,15.25,18.25,C1
AR_gpt-4o_14_132_2630,16,2.4582589633465513,6.0,16.4375,16.4375,19.125,C1
AR_gpt-4o_14_132_2631,17,2.3856057223687457,7.0,15.588235294117647,15.647058823529411,18.705882352941178,C2
AR_gpt-4o_14_132_2632,16,2.464563737919001,6.0,16.4375,16.4375,20.3125,C2
AR_gpt-4o_14_132_2633,16,2.451089558285282,6.0,15.0625,15.0625,18.25,C2
AR_gpt-4o_14_132_2634,16,2.4171449432065555,5.0,15.1875,15.1875,18.1875,C2
AR_gpt-4o_14_132_2635,16,2.5240630597615894,5.0,16.4375,16.4375,20.3125,C2
AR_gpt-4o_14_132_2636,20,2.596498968008256,6.0,12.65,12.65,15.0,C2
AR_gpt-4o_14_132_2637,14,2.4370670400413874,6.0,16.642857142857142,16.642857142857142,20.071428571428573,C2
AR_gpt-4o_14_132_2638,17,2.514604668503143,6.0,17.352941176470587,17.352941176470587,21.294117647058822,C2
AR_gpt-4o_14_132_2639,17,2.541524815054227,6.0,12.411764705882353,12.411764705882353,14.764705882352942,C2
AR_gpt-4o_14_132_2640,15,2.626287125028544,6.0,16.6,16.6,19.2,C2
AR_gpt-4o_14_26_501,14,2.352380952380952,5.0,4.571428571428571,4.571428571428571,5.642857142857143,A1
AR_gpt-4o_14_26_502,8,2.295080266955267,4.0,8.0,8.0,9.25,A1
AR_gpt-4o_14_26_503,12,1.9314484126984126,4.0,6.416666666666667,6.416666666666667,7.583333333333333,A1
AR_gpt-4o_14_26_504,12,2.0829365079365076,4.0,6.0,6.0,7.166666666666667,A1
AR_gpt-4o_14_26_505,12,2.180970418470418,5.0,6.75,6.75,7.833333333333333,A1
AR_gpt-4o_14_26_506,12,2.057242063492063,4.0,6.25,6.25,7.416666666666667,A1
AR_gpt-4o_14_26_507,14,2.1761904761904765,4.0,5.285714285714286,5.285714285714286,6.357142857142857,A1
AR_gpt-4o_14_26_508,10,2.0609523809523806,4.0,6.7,6.7,7.8,A1
AR_gpt-4o_14_26_509,16,2.2456845238095235,4.0,5.25,5.25,6.4375,A1
AR_gpt-4o_14_26_510,11,2.2426406926406925,4.0,4.2727272727272725,4.2727272727272725,5.2727272727272725,A1
AR_gpt-4o_14_26_511,7,2.2442110177404295,5.0,13.428571428571429,13.428571428571429,15.714285714285714,A2
AR_gpt-4o_14_26_512,14,2.1993276564705133,4.0,10.214285714285714,10.214285714285714,12.0,A2
AR_gpt-4o_14_26_513,12,2.275700456950457,4.0,8.0,8.0,9.083333333333334,A2
AR_gpt-4o_14_26_514,8,2.3046802054154996,5.0,10.625,10.625,12.0,A2
AR_gpt-4o_14_26_515,11,2.2237040737040736,4.0,11.090909090909092,11.090909090909092,12.818181818181818,A2
AR_gpt-4o_14_26_516,10,2.1824313186813185,5.0,12.7,12.7,15.0,A2
AR_gpt-4o_14_26_517,10,2.2699603174603173,5.0,10.7,10.7,12.5,A2
AR_gpt-4o_14_26_518,11,2.162857596948506,4.0,9.545454545454545,9.545454545454545,10.909090909090908,A2
AR_gpt-4o_14_26_519,10,2.226031746031746,5.0,9.1,9.1,10.7,A2
AR_gpt-4o_14_26_520,11,2.2373048668503213,5.0,11.181818181818182,11.181818181818182,12.636363636363637,A2
AR_gpt-4o_14_55_1081,14,2.406729684040488,5.0,13.785714285714286,13.785714285714286,16.285714285714285,B1
AR_gpt-4o_14_55_1082,15,2.3416806722689074,5.0,11.0,11.0,12.8,B1
AR_gpt-4o_14_55_1083,16,2.1703373015873018,5.0,10.5,10.5,12.25,B1
AR_gpt-4o_14_55_1084,14,2.3847249647006388,5.0,12.357142857142858,12.357142857142858,14.357142857142858,B1
AR_gpt-4o_14_55_1085,14,2.272247937636593,5.0,14.0,14.0,16.5,B1
AR_gpt-4o_14_55_1086,16,2.4335291852755088,5.0,10.6875,10.6875,12.625,B1
AR_gpt-4o_14_55_1087,15,2.2948185342922183,5.0,12.066666666666666,12.066666666666666,14.533333333333333,B1
AR_gpt-4o_14_55_1088,12,2.327256458138811,5.0,13.416666666666666,13.416666666666666,16.166666666666668,B1
AR_gpt-4o_14_55_1089,14,2.4074667570991104,5.0,12.142857142857142,12.142857142857142,14.285714285714286,B1
AR_gpt-4o_14_55_1090,16,2.2622341426689254,5.0,11.0,11.0,13.0625,B1
AR_gpt-4o_14_55_1091,18,2.311793181401024,5.0,14.666666666666666,14.666666666666666,17.055555555555557,B2
AR_gpt-4o_14_55_1092,14,2.292185143594918,5.0,14.0,14.0,16.071428571428573,B2
AR_gpt-4o_14_55_1093,12,2.3114288245867196,5.0,15.083333333333334,15.083333333333334,17.75,B2
AR_gpt-4o_14_55_1094,18,2.272658529741863,5.0,12.88888888888889,12.88888888888889,15.444444444444445,B2
AR_gpt-4o_14_55_1095,14,2.33737798719206,5.0,13.785714285714286,13.785714285714286,16.071428571428573,B2
AR_gpt-4o_14_55_1096,16,2.2445967004963,5.0,13.375,13.375,15.625,B2
AR_gpt-4o_14_55_1097,17,2.2680718705538965,5.0,12.588235294117647,12.588235294117647,14.588235294117647,B2
AR_gpt-4o_14_55_1098,12,2.360709798119218,5.0,19.0,19.0,22.166666666666668,B2
AR_gpt-4o_14_55_1099,15,2.218395788613853,5.0,14.133333333333333,14.133333333333333,16.133333333333333,B2
AR_gpt-4o_14_55_1100,15,2.254034788740671,5.0,14.866666666666667,14.866666666666667,17.2,B2
AR_gpt-4o_14_73_1441,10,2.2664664867296445,5.0,15.2,15.2,17.6,B1
AR_gpt-4o_14_73_1442,13,2.384992251338405,5.0,14.076923076923077,14.076923076923077,16.23076923076923,B1
AR_gpt-4o_14_73_1443,15,2.586779794279794,5.0,11.533333333333333,11.533333333333333,13.333333333333334,B1
AR_gpt-4o_14_73_1444,14,2.281002519584909,5.0,14.785714285714286,14.785714285714286,16.857142857142858,B1
AR_gpt-4o_14_73_1445,13,2.327035105020935,5.0,14.76923076923077,14.76923076923077,17.615384615384617,B1
AR_gpt-4o_14_73_1446,13,2.4015702254660547,5.0,13.384615384615385,13.384615384615385,15.538461538461538,B1
AR_gpt-4o_14_73_1447,11,2.250231208185754,5.0,18.636363636363637,18.636363636363637,21.90909090909091,B1
AR_gpt-4o_14_73_1448,16,2.4036300505050505,5.0,12.1875,12.1875,13.9375,B1
AR_gpt-4o_14_73_1449,13,2.4349535516480025,5.0,14.384615384615385,14.384615384615385,16.615384615384617,B1
AR_gpt-4o_14_73_1450,18,2.3340203290861186,5.0,12.444444444444445,12.444444444444445,14.055555555555555,B1
AR_gpt-4o_14_73_1451,15,2.249539955801566,6.0,16.6,16.6,19.133333333333333,B2
AR_gpt-4o_14_73_1452,16,2.363648114149633,5.0,15.625,15.625,18.25,B2
AR_gpt-4o_14_73_1453,15,2.256668549315608,5.0,17.733333333333334,17.733333333333334,20.666666666666668,B2
AR_gpt-4o_14_73_1454,15,2.347343665106823,4.0,13.133333333333333,13.133333333333333,15.0,B2
AR_gpt-4o_14_73_1455,15,2.2962161571372097,6.0,16.4,16.4,18.466666666666665,B2
AR_gpt-4o_14_73_1456,16,2.401136792748109,5.0,14.25,14.25,16.6875,B2
AR_gpt-4o_14_73_1457,14,2.334435504971219,5.0,14.071428571428571,14.071428571428571,16.571428571428573,B2
AR_gpt-4o_14_73_1458,14,2.3447828143114955,6.0,17.214285714285715,17.214285714285715,20.428571428571427,B2
AR_gpt-4o_14_73_1459,13,2.2216435484170036,5.0,18.46153846153846,18.46153846153846,21.384615384615383,B2
AR_gpt-4o_14_73_1460,17,2.3456634637159133,5.0,14.764705882352942,14.764705882352942,17.705882352941178,B2
AR_gpt-4o_15_101_2001,14,2.5046627567911197,5.0,17.571428571428573,17.642857142857142,20.357142857142858,C1
AR_gpt-4o_15_101_2002,12,2.5042635386830123,6.0,21.083333333333332,21.166666666666668,24.916666666666668,C1
AR_gpt-4o_15_101_2003,14,2.4677772726545038,7.0,20.714285714285715,20.714285714285715,23.642857142857142,C1
AR_gpt-4o_15_101_2004,16,2.4181443911303244,5.0,16.375,16.375,18.8125,C1
AR_gpt-4o_15_101_2005,17,2.490238728596357,6.0,16.764705882352942,16.764705882352942,19.764705882352942,C1
AR_gpt-4o_15_101_2006,20,2.4808226548992804,5.0,14.35,14.4,16.75,C1
AR_gpt-4o_15_101_2007,17,2.400843215412511,6.0,18.0,18.0,21.0,C1
AR_gpt-4o_15_101_2008,14,2.535663844201146,7.0,18.857142857142858,18.857142857142858,21.5,C1
AR_gpt-4o_15_101_2009,13,2.434540257313537,5.0,17.23076923076923,17.23076923076923,20.0,C1
AR_gpt-4o_15_101_2010,17,2.3972622057310344,6.0,18.88235294117647,18.88235294117647,22.647058823529413,C1
AR_gpt-4o_15_101_2011,14,2.4426535345459497,6.0,18.714285714285715,18.714285714285715,22.071428571428573,C2
AR_gpt-4o_15_101_2012,16,2.2842683197220737,6.0,16.9375,16.9375,20.25,C2
AR_gpt-4o_15_101_2013,15,2.3747613542178883,5.0,18.866666666666667,18.866666666666667,22.066666666666666,C2
AR_gpt-4o_15_101_2014,12,2.3163297941674377,5.0,19.916666666666668,19.916666666666668,23.666666666666668,C2
AR_gpt-4o_15_101_2015,17,2.438765611753228,6.0,16.941176470588236,16.941176470588236,20.0,C2
AR_gpt-4o_15_101_2016,16,2.4142465530792734,6.0,18.5625,18.5625,21.0,C2
AR_gpt-4o_15_101_2017,15,2.360612983208891,6.0,18.066666666666666,18.066666666666666,21.533333333333335,C2
AR_gpt-4o_15_101_2018,17,2.4230727717283185,6.0,18.88235294117647,18.941176470588236,21.764705882352942,C2
AR_gpt-4o_15_101_2019,16,2.318794688928203,5.0,17.0,17.0,19.6875,C2
AR_gpt-4o_15_101_2020,17,2.3939544804530395,7.0,17.941176470588236,17.941176470588236,20.764705882352942,C2
AR_gpt-4o_15_108_2141,16,2.585863983367853,5.0,16.75,16.75,19.6875,C1
AR_gpt-4o_15_108_2142,13,2.5290877496692543,6.0,19.53846153846154,19.53846153846154,23.384615384615383,C1
AR_gpt-4o_15_108_2143,12,2.4746073744142967,6.0,19.0,19.0,21.833333333333332,C1
AR_gpt-4o_15_108_2144,16,2.4598260962797034,7.0,17.4375,17.4375,21.0,C1
AR_gpt-4o_15_108_2145,17,2.5607809102024457,5.0,17.11764705882353,17.11764705882353,19.705882352941178,C1
AR_gpt-4o_15_108_2146,15,2.518787380564874,7.0,15.8,15.8,18.6,C1
AR_gpt-4o_15_108_2147,15,2.4326410112075747,6.0,18.933333333333334,18.933333333333334,21.6,C1
AR_gpt-4o_15_108_2148,14,2.43994308573792,5.0,16.357142857142858,16.357142857142858,19.142857142857142,C1
AR_gpt-4o_15_108_2149,14,2.587701964843909,6.0,16.571428571428573,16.571428571428573,19.071428571428573,C1
AR_gpt-4o_15_108_2150,13,2.5841354174249322,5.0,22.384615384615383,22.384615384615383,26.23076923076923,C1
AR_gpt-4o_15_108_2151,20,2.549435021500239,6.0,13.75,13.75,16.55,C2
AR_gpt-4o_15_108_2152,16,2.500192116910867,6.0,17.5625,17.5625,19.75,C2
AR_gpt-4o_15_108_2153,15,2.663626323178192,7.0,17.866666666666667,17.866666666666667,21.2,C2
AR_gpt-4o_15_108_2154,14,2.4428612133512573,5.0,19.357142857142858,19.357142857142858,22.5,C2
AR_gpt-4o_15_108_2155,13,2.496966269525773,5.0,20.23076923076923,20.23076923076923,23.923076923076923,C2
AR_gpt-4o_15_108_2156,14,2.479501166535328,6.0,18.142857142857142,18.142857142857142,21.785714285714285,C2
AR_gpt-4o_15_108_2157,14,2.608930434639384,7.0,18.214285714285715,18.214285714285715,20.357142857142858,C2
AR_gpt-4o_15_108_2158,17,2.529559904307515,6.0,17.41176470588235,17.41176470588235,20.235294117647058,C2
AR_gpt-4o_15_108_2159,15,2.4733547454923146,5.0,18.733333333333334,18.733333333333334,21.8,C2
AR_gpt-4o_15_108_2160,18,2.6775694323131543,6.0,16.38888888888889,16.38888888888889,18.72222222222222,C2
AR_gpt-4o_15_113_2241,16,2.493564103272888,5.0,16.375,16.4375,19.1875,C1
AR_gpt-4o_15_113_2242,17,2.394267922330582,5.0,16.88235294117647,16.88235294117647,20.470588235294116,C1
AR_gpt-4o_15_113_2243,15,2.448846021253142,5.0,17.533333333333335,17.533333333333335,20.4,C1
AR_gpt-4o_15_113_2244,16,2.485771969044028,6.0,15.75,15.75,18.25,C1
AR_gpt-4o_15_113_2245,14,2.4023389234236205,5.0,15.571428571428571,15.571428571428571,18.214285714285715,C1
AR_gpt-4o_15_113_2246,12,2.4354845838541492,5.0,19.5,19.5,23.166666666666668,C1
AR_gpt-4o_15_113_2247,14,2.3919619048592375,5.0,18.071428571428573,18.071428571428573,21.142857142857142,C1
AR_gpt-4o_15_113_2248,17,2.4783391666956747,6.0,17.470588235294116,17.470588235294116,19.647058823529413,C1
AR_gpt-4o_15_113_2249,17,2.444894659964775,6.0,15.294117647058824,15.294117647058824,18.176470588235293,C1
AR_gpt-4o_15_113_2250,14,2.4298632431641587,5.0,18.857142857142858,18.857142857142858,22.285714285714285,C1
AR_gpt-4o_15_113_2251,15,2.369919476658607,5.0,19.733333333333334,19.733333333333334,24.066666666666666,C2
AR_gpt-4o_15_113_2252,16,2.5506573039141354,6.0,17.5,17.5,20.5,C2
AR_gpt-4o_15_113_2253,16,2.4559751239099064,5.0,16.8125,16.8125,19.8125,C2
AR_gpt-4o_15_113_2254,18,2.515629434994936,7.0,17.055555555555557,17.055555555555557,20.11111111111111,C2
AR_gpt-4o_15_113_2255,15,2.361867723767037,5.0,17.8,17.8,20.933333333333334,C2
AR_gpt-4o_15_113_2256,17,2.4569880478694905,6.0,17.764705882352942,17.764705882352942,20.176470588235293,C2
AR_gpt-4o_15_113_2257,17,2.42573400353459,5.0,16.88235294117647,16.88235294117647,19.647058823529413,C2
AR_gpt-4o_15_113_2258,14,2.54703044393771,6.0,17.5,17.571428571428573,21.214285714285715,C2
AR_gpt-4o_15_113_2259,16,2.5345799184347513,5.0,17.625,17.625,21.0,C2
AR_gpt-4o_15_113_2260,16,2.397401093635961,5.0,19.5,19.5,23.3125,C2
AR_gpt-4o_15_115_2281,16,2.374009178890388,5.0,17.5625,17.5625,19.9375,C1
AR_gpt-4o_15_115_2282,13,2.469667798751144,5.0,18.384615384615383,18.384615384615383,20.615384615384617,C1
AR_gpt-4o_15_115_2283,15,2.2884014974321882,5.0,17.933333333333334,17.933333333333334,20.733333333333334,C1
AR_gpt-4o_15_115_2284,13,2.42913414129295,6.0,20.153846153846153,20.153846153846153,24.0,C1
AR_gpt-4o_15_115_2285,15,2.414242171325229,5.0,19.333333333333332,19.4,22.666666666666668,C1
AR_gpt-4o_15_115_2286,16,2.3614845978297065,5.0,16.625,16.625,19.5,C1
AR_gpt-4o_15_115_2287,14,2.3508882081371056,6.0,19.785714285714285,19.785714285714285,22.714285714285715,C1
AR_gpt-4o_15_115_2288,12,2.3402267378566863,6.0,19.75,19.75,22.833333333333332,C1
AR_gpt-4o_15_115_2289,13,2.4075259153801665,5.0,18.384615384615383,18.384615384615383,21.46153846153846,C1
AR_gpt-4o_15_115_2290,15,2.399576303012232,5.0,19.533333333333335,19.6,23.2,C1
AR_gpt-4o_15_115_2291,18,2.439577706244373,6.0,16.77777777777778,16.77777777777778,19.38888888888889,C2
AR_gpt-4o_15_115_2292,15,2.4790680566272183,5.0,20.4,20.4,23.8,C2
AR_gpt-4o_15_115_2293,16,2.4633434298640386,5.0,17.4375,17.4375,20.375,C2
AR_gpt-4o_15_115_2294,16,2.4410873332518164,5.0,17.6875,17.6875,20.375,C2
AR_gpt-4o_15_115_2295,19,2.375018664007584,6.0,17.210526315789473,17.210526315789473,20.0,C2
AR_gpt-4o_15_115_2296,15,2.4329654474941833,6.0,18.866666666666667,18.866666666666667,22.933333333333334,C2
AR_gpt-4o_15_115_2297,18,2.494249959173289,6.0,17.055555555555557,17.055555555555557,19.38888888888889,C2
AR_gpt-4o_15_115_2298,15,2.372689195392218,5.0,20.066666666666666,20.066666666666666,23.066666666666666,C2
AR_gpt-4o_15_115_2299,14,2.507045715823575,7.0,18.714285714285715,18.785714285714285,21.5,C2
AR_gpt-4o_15_115_2300,16,2.4181107109909354,5.0,19.8125,19.8125,23.125,C2
AR_gpt-4o_15_124_2461,14,2.2873885328883117,5.0,16.571428571428573,16.571428571428573,19.0,C1
AR_gpt-4o_15_124_2462,16,2.3751314700521355,6.0,15.75,15.75,18.75,C1
