ID,CEFR
AR_gpt-4o_9_37_737,A2
AR_gpt-4o_9_37_738,A2
AR_gpt-4o_9_37_739,A2
AR_gpt-4o_9_37_740,A2
AR_gpt-4o_17_38_741,A1
AR_gpt-4o_17_38_742,A1
AR_gpt-4o_17_38_743,A1
AR_gpt-4o_17_38_744,A1
AR_gpt-4o_17_38_745,A1
AR_gpt-4o_17_38_746,A1
AR_gpt-4o_17_38_747,A1
AR_gpt-4o_17_38_748,A1
AR_gpt-4o_17_38_749,A1
AR_gpt-4o_17_38_750,A1
AR_gpt-4o_17_38_751,A2
AR_gpt-4o_17_38_752,A2
AR_gpt-4o_17_38_753,A2
AR_gpt-4o_17_38_754,A2
AR_gpt-4o_17_38_755,A2
AR_gpt-4o_17_38_756,A2
AR_gpt-4o_17_38_757,A2
AR_gpt-4o_17_38_758,A2
AR_gpt-4o_17_38_759,A2
AR_gpt-4o_17_38_760,A2
AR_gpt-4o_9_39_761,A1
AR_gpt-4o_9_39_762,A1
AR_gpt-4o_9_39_763,A1
AR_gpt-4o_9_39_764,A1
AR_gpt-4o_9_39_765,A1
AR_gpt-4o_9_39_766,A1
AR_gpt-4o_9_39_767,A1
AR_gpt-4o_9_39_768,A1
AR_gpt-4o_9_39_769,A1
AR_gpt-4o_9_39_770,A1
AR_gpt-4o_9_39_771,A2
AR_gpt-4o_9_39_772,A2
AR_gpt-4o_9_39_773,A2
AR_gpt-4o_9_39_774,A2
AR_gpt-4o_9_39_775,A2
AR_gpt-4o_9_39_776,A2
AR_gpt-4o_9_39_777,A2
AR_gpt-4o_9_39_778,A2
AR_gpt-4o_9_39_779,A2
AR_gpt-4o_9_39_780,A2
AR_gpt-4o_16_40_781,A1
AR_gpt-4o_16_40_782,A1
AR_gpt-4o_16_40_783,A1
AR_gpt-4o_16_40_784,A1
AR_gpt-4o_16_40_785,A1
AR_gpt-4o_16_40_786,A1
AR_gpt-4o_16_40_787,A1
AR_gpt-4o_16_40_788,A1
AR_gpt-4o_16_40_789,A1
AR_gpt-4o_16_40_790,A1
AR_gpt-4o_16_40_791,A2
AR_gpt-4o_16_40_792,A2
AR_gpt-4o_16_40_793,A2
AR_gpt-4o_16_40_794,A2
AR_gpt-4o_16_40_795,A2
AR_gpt-4o_16_40_796,A2
AR_gpt-4o_16_40_797,A2
AR_gpt-4o_16_40_798,A2
AR_gpt-4o_16_40_799,A2
AR_gpt-4o_16_40_800,A2
AR_gpt-4o_10_41_801,A1
AR_gpt-4o_10_41_802,A1
AR_gpt-4o_10_41_803,A1
AR_gpt-4o_10_41_804,A1
AR_gpt-4o_10_41_805,A1
AR_gpt-4o_10_41_806,A1
AR_gpt-4o_10_41_807,A1
AR_gpt-4o_10_41_808,A1
AR_gpt-4o_10_41_809,A1
AR_gpt-4o_10_41_810,A1
AR_gpt-4o_10_41_811,A2
AR_gpt-4o_10_41_812,A2
AR_gpt-4o_10_41_813,A2
AR_gpt-4o_10_41_814,A2
AR_gpt-4o_10_41_815,A2
AR_gpt-4o_10_41_816,A2
AR_gpt-4o_10_41_817,A2
AR_gpt-4o_10_41_818,A2
AR_gpt-4o_10_41_819,A2
AR_gpt-4o_10_41_820,A2
AR_gpt-4o_1_42_821,A1
AR_gpt-4o_1_42_822,A1
AR_gpt-4o_1_42_823,A1
AR_gpt-4o_1_42_824,A1
AR_gpt-4o_1_42_825,A1
AR_gpt-4o_1_42_826,A1
AR_gpt-4o_1_42_827,A1
AR_gpt-4o_1_42_828,A1
AR_gpt-4o_1_42_829,A1
AR_gpt-4o_1_42_830,A1
AR_gpt-4o_1_42_831,A2
AR_gpt-4o_1_42_832,A2
AR_gpt-4o_1_42_833,A2
AR_gpt-4o_1_42_834,A2
AR_gpt-4o_1_42_835,A2
AR_gpt-4o_1_42_836,A2
AR_gpt-4o_1_42_837,A2
AR_gpt-4o_1_42_838,A2
AR_gpt-4o_1_42_839,A2
AR_gpt-4o_1_42_840,A2
AR_gpt-4o_9_43_841,A1
AR_gpt-4o_9_43_842,A1
AR_gpt-4o_9_43_843,A1
AR_gpt-4o_9_43_844,A1
AR_gpt-4o_9_43_845,A1
AR_gpt-4o_9_43_846,A1
AR_gpt-4o_9_43_847,A1
AR_gpt-4o_9_43_848,A1
AR_gpt-4o_9_43_849,A1
AR_gpt-4o_9_43_850,A1
AR_gpt-4o_9_43_851,A2
AR_gpt-4o_9_43_852,A2
AR_gpt-4o_9_43_853,A2
AR_gpt-4o_9_43_854,A2
AR_gpt-4o_9_43_855,A2
AR_gpt-4o_9_43_856,A2
AR_gpt-4o_9_43_857,A2
AR_gpt-4o_9_43_858,A2
AR_gpt-4o_9_43_859,A2
AR_gpt-4o_9_43_860,A2
AR_gpt-4o_17_44_861,A1
AR_gpt-4o_17_44_862,A1
AR_gpt-4o_17_44_863,A1
AR_gpt-4o_17_44_864,A1
AR_gpt-4o_17_44_865,A1
AR_gpt-4o_17_44_866,A1
AR_gpt-4o_17_44_867,A1
AR_gpt-4o_17_44_868,A1
AR_gpt-4o_17_44_869,A1
AR_gpt-4o_17_44_870,A1
AR_gpt-4o_17_44_871,A2
AR_gpt-4o_17_44_872,A2
AR_gpt-4o_17_44_873,A2
AR_gpt-4o_17_44_874,A2
AR_gpt-4o_17_44_875,A2
AR_gpt-4o_17_44_876,A2
AR_gpt-4o_17_44_877,A2
AR_gpt-4o_17_44_878,A2
AR_gpt-4o_17_44_879,A2
AR_gpt-4o_17_44_880,A2
AR_gpt-4o_17_45_881,A1
AR_gpt-4o_17_45_882,A1
AR_gpt-4o_17_45_883,A1
AR_gpt-4o_17_45_884,A1
AR_gpt-4o_17_45_885,A1
AR_gpt-4o_17_45_886,A1
AR_gpt-4o_17_45_887,A1
AR_gpt-4o_17_45_888,A1
AR_gpt-4o_17_45_889,A1
AR_gpt-4o_17_45_890,A1
AR_gpt-4o_17_45_891,A2
AR_gpt-4o_17_45_892,A2
AR_gpt-4o_17_45_893,A2
AR_gpt-4o_17_45_894,A2
AR_gpt-4o_17_45_895,A2
AR_gpt-4o_17_45_896,A2
AR_gpt-4o_17_45_897,A2
AR_gpt-4o_17_45_898,A2
AR_gpt-4o_17_45_899,A2
AR_gpt-4o_17_45_900,A2
AR_gpt-4o_17_46_901,A1
AR_gpt-4o_17_46_902,A1
AR_gpt-4o_17_46_903,A1
AR_gpt-4o_17_46_904,A1
AR_gpt-4o_17_46_905,A1
AR_gpt-4o_17_46_906,A1
AR_gpt-4o_17_46_907,A1
AR_gpt-4o_17_46_908,A1
AR_gpt-4o_17_46_909,A1
AR_gpt-4o_17_46_910,A1
AR_gpt-4o_17_46_911,A2
AR_gpt-4o_17_46_912,A2
AR_gpt-4o_17_46_913,A2
AR_gpt-4o_17_46_914,A2
AR_gpt-4o_17_46_915,A2
AR_gpt-4o_17_46_916,A2
AR_gpt-4o_17_46_917,A2
AR_gpt-4o_17_46_918,A2
AR_gpt-4o_17_46_919,A2
AR_gpt-4o_17_46_920,A2
AR_gpt-4o_9_47_921,A1
AR_gpt-4o_9_47_922,A1
AR_gpt-4o_9_47_923,A1
AR_gpt-4o_9_47_924,A1
AR_gpt-4o_9_47_925,A1
AR_gpt-4o_9_47_926,A1
AR_gpt-4o_9_47_927,A1
AR_gpt-4o_9_47_928,A1
AR_gpt-4o_9_47_929,A1
AR_gpt-4o_9_47_930,A1
AR_gpt-4o_9_47_931,A2
AR_gpt-4o_9_47_932,A2
AR_gpt-4o_9_47_933,A2
AR_gpt-4o_9_47_934,A2
AR_gpt-4o_9_47_935,A2
AR_gpt-4o_9_47_936,A2
AR_gpt-4o_9_47_937,A2
AR_gpt-4o_9_47_938,A2
AR_gpt-4o_9_47_939,A2
AR_gpt-4o_9_47_940,A2
AR_gpt-4o_15_48_941,B1
AR_gpt-4o_15_48_942,B1
AR_gpt-4o_15_48_943,B1
AR_gpt-4o_15_48_944,B1
AR_gpt-4o_15_48_945,B1
AR_gpt-4o_15_48_946,B1
AR_gpt-4o_15_48_947,B1
AR_gpt-4o_15_48_948,B1
AR_gpt-4o_15_48_949,B1
AR_gpt-4o_15_48_950,B1
AR_gpt-4o_15_48_951,B2
AR_gpt-4o_15_48_952,B2
AR_gpt-4o_15_48_953,B2
AR_gpt-4o_15_48_954,B2
AR_gpt-4o_15_48_955,B2
AR_gpt-4o_15_48_956,B2
AR_gpt-4o_15_48_957,B2
AR_gpt-4o_15_48_958,B2
AR_gpt-4o_15_48_959,B2
AR_gpt-4o_15_48_960,B2
AR_gpt-4o_7_49_961,B1
AR_gpt-4o_7_49_962,B1
AR_gpt-4o_7_49_963,B1
AR_gpt-4o_7_49_964,B1
AR_gpt-4o_7_49_965,B1
AR_gpt-4o_7_49_966,B1
AR_gpt-4o_7_49_967,B1
AR_gpt-4o_7_49_968,B1
AR_gpt-4o_7_49_969,B1
AR_gpt-4o_7_49_970,B1
AR_gpt-4o_7_49_971,B2
AR_gpt-4o_7_49_972,B2
AR_gpt-4o_7_49_973,B2
AR_gpt-4o_7_49_974,B2
AR_gpt-4o_7_49_975,B2
AR_gpt-4o_7_49_976,B2
AR_gpt-4o_7_49_977,B2
AR_gpt-4o_7_49_978,B2
AR_gpt-4o_7_49_979,B2
AR_gpt-4o_7_49_980,B2
AR_gpt-4o_8_50_981,B1
AR_gpt-4o_8_50_982,B1
AR_gpt-4o_8_50_983,B1
AR_gpt-4o_8_50_984,B1
AR_gpt-4o_8_50_985,B1
AR_gpt-4o_8_50_986,B1
AR_gpt-4o_8_50_987,B1
AR_gpt-4o_8_50_988,B1
AR_gpt-4o_8_50_989,B1
AR_gpt-4o_8_50_990,B1
AR_gpt-4o_8_50_991,B2
AR_gpt-4o_8_50_992,B2
AR_gpt-4o_8_50_993,B2
AR_gpt-4o_8_50_994,B2
AR_gpt-4o_8_50_995,B2
AR_gpt-4o_8_50_996,B2
AR_gpt-4o_8_50_997,B2
AR_gpt-4o_8_50_998,B2
AR_gpt-4o_8_50_999,B2
AR_gpt-4o_8_50_1000,B2
AR_gpt-4o_10_51_1001,B1
AR_gpt-4o_10_51_1002,B1
AR_gpt-4o_10_51_1003,B1
AR_gpt-4o_10_51_1004,B1
AR_gpt-4o_10_51_1005,B1
AR_gpt-4o_10_51_1006,B1
AR_gpt-4o_10_51_1007,B1
AR_gpt-4o_10_51_1008,B1
AR_gpt-4o_10_51_1009,B1
AR_gpt-4o_10_51_1010,B1
AR_gpt-4o_10_51_1011,B2
AR_gpt-4o_10_51_1012,B2
AR_gpt-4o_10_51_1013,B2
AR_gpt-4o_10_51_1014,B2
AR_gpt-4o_10_51_1015,B2
AR_gpt-4o_10_51_1016,B2
AR_gpt-4o_10_51_1017,B2
AR_gpt-4o_10_51_1018,B2
AR_gpt-4o_10_51_1019,B2
AR_gpt-4o_10_51_1020,B2
AR_gpt-4o_12_52_1021,B1
AR_gpt-4o_12_52_1022,B1
AR_gpt-4o_12_52_1023,B1
AR_gpt-4o_12_52_1024,B1
AR_gpt-4o_12_52_1025,B1
AR_gpt-4o_12_52_1026,B1
AR_gpt-4o_12_52_1027,B1
AR_gpt-4o_12_52_1028,B1
AR_gpt-4o_12_52_1029,B1
AR_gpt-4o_12_52_1030,B1
AR_gpt-4o_12_52_1031,B2
AR_gpt-4o_12_52_1032,B2
AR_gpt-4o_12_52_1033,B2
AR_gpt-4o_12_52_1034,B2
AR_gpt-4o_12_52_1035,B2
AR_gpt-4o_12_52_1036,B2
AR_gpt-4o_12_52_1037,B2
AR_gpt-4o_12_52_1038,B2
AR_gpt-4o_12_52_1039,B2
AR_gpt-4o_12_52_1040,B2
AR_gpt-4o_15_53_1041,B1
AR_gpt-4o_15_53_1042,B1
AR_gpt-4o_15_53_1043,B1
AR_gpt-4o_15_53_1044,B1
AR_gpt-4o_15_53_1045,B1
AR_gpt-4o_15_53_1046,B1
AR_gpt-4o_15_53_1047,B1
AR_gpt-4o_15_53_1048,B1
AR_gpt-4o_15_53_1049,B1
AR_gpt-4o_15_53_1050,B1
AR_gpt-4o_15_53_1051,B2
AR_gpt-4o_15_53_1052,B2
AR_gpt-4o_15_53_1053,B2
AR_gpt-4o_15_53_1054,B2
AR_gpt-4o_15_53_1055,B2
AR_gpt-4o_15_53_1056,B2
AR_gpt-4o_15_53_1057,B2
AR_gpt-4o_15_53_1058,B2
AR_gpt-4o_15_53_1059,B2
AR_gpt-4o_15_53_1060,B2
AR_gpt-4o_7_54_1061,B1
AR_gpt-4o_7_54_1062,B1
AR_gpt-4o_7_54_1063,B1
AR_gpt-4o_7_54_1064,B1
AR_gpt-4o_7_54_1065,B1
AR_gpt-4o_7_54_1066,B1
AR_gpt-4o_7_54_1067,B1
AR_gpt-4o_7_54_1068,B1
AR_gpt-4o_7_54_1069,B1
AR_gpt-4o_7_54_1070,B1
AR_gpt-4o_7_54_1071,B2
AR_gpt-4o_7_54_1072,B2
AR_gpt-4o_7_54_1073,B2
AR_gpt-4o_7_54_1074,B2
AR_gpt-4o_7_54_1075,B2
AR_gpt-4o_7_54_1076,B2
AR_gpt-4o_7_54_1077,B2
AR_gpt-4o_7_54_1078,B2
AR_gpt-4o_7_54_1079,B2
AR_gpt-4o_7_54_1080,B2
AR_gpt-4o_14_55_1081,B1
AR_gpt-4o_14_55_1082,B1
AR_gpt-4o_14_55_1083,B1
AR_gpt-4o_14_55_1084,B1
AR_gpt-4o_14_55_1085,B1
AR_gpt-4o_14_55_1086,B1
AR_gpt-4o_14_55_1087,B1
AR_gpt-4o_14_55_1088,B1
AR_gpt-4o_14_55_1089,B1
AR_gpt-4o_14_55_1090,B1
AR_gpt-4o_14_55_1091,B2
AR_gpt-4o_14_55_1092,B2
AR_gpt-4o_14_55_1093,B2
AR_gpt-4o_14_55_1094,B2
AR_gpt-4o_14_55_1095,B2
AR_gpt-4o_14_55_1096,B2
AR_gpt-4o_14_55_1097,B2
AR_gpt-4o_14_55_1098,B2
AR_gpt-4o_14_55_1099,B2
AR_gpt-4o_14_55_1100,B2
AR_gpt-4o_6_56_1101,B1
AR_gpt-4o_6_56_1102,B1
AR_gpt-4o_6_56_1103,B1
AR_gpt-4o_6_56_1104,B1
AR_gpt-4o_6_56_1105,B1
AR_gpt-4o_6_56_1106,B1
AR_gpt-4o_6_56_1107,B1
AR_gpt-4o_6_56_1108,B1
AR_gpt-4o_6_56_1109,B1
AR_gpt-4o_6_56_1110,B1
AR_gpt-4o_6_56_1111,B2
AR_gpt-4o_6_56_1112,B2
AR_gpt-4o_6_56_1113,B2
AR_gpt-4o_6_56_1114,B2
AR_gpt-4o_6_56_1115,B2
AR_gpt-4o_6_56_1116,B2
AR_gpt-4o_6_56_1117,B2
AR_gpt-4o_6_56_1118,B2
AR_gpt-4o_6_56_1119,B2
AR_gpt-4o_6_56_1120,B2
AR_gpt-4o_6_57_1121,B1
AR_gpt-4o_6_57_1122,B1
AR_gpt-4o_6_57_1123,B1
AR_gpt-4o_6_57_1124,B1
AR_gpt-4o_6_57_1125,B1
AR_gpt-4o_6_57_1126,B1
AR_gpt-4o_6_57_1127,B1
AR_gpt-4o_6_57_1128,B1
AR_gpt-4o_6_57_1129,B1
AR_gpt-4o_6_57_1130,B1
AR_gpt-4o_6_57_1131,B2
AR_gpt-4o_6_57_1132,B2
AR_gpt-4o_6_57_1133,B2
AR_gpt-4o_6_57_1134,B2
AR_gpt-4o_6_57_1135,B2
AR_gpt-4o_6_57_1136,B2
AR_gpt-4o_6_57_1137,B2
AR_gpt-4o_6_57_1138,B2
AR_gpt-4o_6_57_1139,B2
AR_gpt-4o_6_57_1140,B2
AR_gpt-4o_8_58_1141,B1
AR_gpt-4o_8_58_1142,B1
AR_gpt-4o_8_58_1143,B1
AR_gpt-4o_8_58_1144,B1
AR_gpt-4o_8_58_1145,B1
AR_gpt-4o_8_58_1146,B1
AR_gpt-4o_8_58_1147,B1
AR_gpt-4o_8_58_1148,B1
AR_gpt-4o_8_58_1149,B1
AR_gpt-4o_8_58_1150,B1
AR_gpt-4o_8_58_1151,B2
AR_gpt-4o_8_58_1152,B2
AR_gpt-4o_8_58_1153,B2
AR_gpt-4o_8_58_1154,B2
AR_gpt-4o_8_58_1155,B2
AR_gpt-4o_8_58_1156,B2
AR_gpt-4o_8_58_1157,B2
AR_gpt-4o_8_58_1158,B2
AR_gpt-4o_8_58_1159,B2
AR_gpt-4o_8_58_1160,B2
AR_gpt-4o_17_59_1161,B1
AR_gpt-4o_17_59_1162,B1
AR_gpt-4o_17_59_1163,B1
AR_gpt-4o_17_59_1164,B1
AR_gpt-4o_17_59_1165,B1
AR_gpt-4o_17_59_1166,B1
AR_gpt-4o_17_59_1167,B1
AR_gpt-4o_17_59_1168,B1
AR_gpt-4o_17_59_1169,B1
AR_gpt-4o_17_59_1170,B1
AR_gpt-4o_17_59_1171,B2
AR_gpt-4o_17_59_1172,B2
AR_gpt-4o_17_59_1173,B2
AR_gpt-4o_17_59_1174,B2
AR_gpt-4o_17_59_1175,B2
AR_gpt-4o_17_59_1176,B2
AR_gpt-4o_17_59_1177,B2
AR_gpt-4o_17_59_1178,B2
AR_gpt-4o_17_59_1179,B2
AR_gpt-4o_17_59_1180,B2
AR_gpt-4o_13_60_1181,B1
AR_gpt-4o_13_60_1182,B1
AR_gpt-4o_13_60_1183,B1
AR_gpt-4o_13_60_1184,B1
AR_gpt-4o_13_60_1185,B1
AR_gpt-4o_13_60_1186,B1
AR_gpt-4o_13_60_1187,B1
AR_gpt-4o_13_60_1188,B1
AR_gpt-4o_13_60_1189,B1
AR_gpt-4o_13_60_1190,B1
AR_gpt-4o_13_60_1191,B2
AR_gpt-4o_13_60_1192,B2
AR_gpt-4o_13_60_1193,B2
AR_gpt-4o_13_60_1194,B2
AR_gpt-4o_13_60_1195,B2
AR_gpt-4o_13_60_1196,B2
AR_gpt-4o_13_60_1197,B2
AR_gpt-4o_13_60_1198,B2
AR_gpt-4o_13_60_1199,B2
AR_gpt-4o_13_60_1200,B2
AR_gpt-4o_6_61_1201,B1
AR_gpt-4o_6_61_1202,B1
AR_gpt-4o_6_61_1203,B1
AR_gpt-4o_6_61_1204,B1
AR_gpt-4o_6_61_1205,B1
AR_gpt-4o_6_61_1206,B1
AR_gpt-4o_6_61_1207,B1
AR_gpt-4o_6_61_1208,B1
AR_gpt-4o_6_61_1209,B1
AR_gpt-4o_6_61_1210,B1
AR_gpt-4o_6_61_1211,B2
AR_gpt-4o_6_61_1212,B2
AR_gpt-4o_6_61_1213,B2
AR_gpt-4o_6_61_1214,B2
AR_gpt-4o_6_61_1215,B2
AR_gpt-4o_6_61_1216,B2
AR_gpt-4o_6_61_1217,B2
AR_gpt-4o_6_61_1218,B2
AR_gpt-4o_6_61_1219,B2
AR_gpt-4o_6_61_1220,B2
AR_gpt-4o_7_62_1221,B1
AR_gpt-4o_7_62_1222,B1
AR_gpt-4o_7_62_1223,B1
AR_gpt-4o_7_62_1224,B1
AR_gpt-4o_7_62_1225,B1
AR_gpt-4o_7_62_1226,B1
AR_gpt-4o_7_62_1227,B1
AR_gpt-4o_7_62_1228,B1
AR_gpt-4o_7_62_1229,B1
AR_gpt-4o_7_62_1230,B1
AR_gpt-4o_7_62_1231,B2
AR_gpt-4o_7_62_1232,B2
AR_gpt-4o_7_62_1233,B2
AR_gpt-4o_7_62_1234,B2
AR_gpt-4o_7_62_1235,B2
AR_gpt-4o_7_62_1236,B2
AR_gpt-4o_7_62_1237,B2
AR_gpt-4o_7_62_1238,B2
AR_gpt-4o_7_62_1239,B2
AR_gpt-4o_7_62_1240,B2
AR_gpt-4o_15_63_1241,B1
AR_gpt-4o_15_63_1242,B1
AR_gpt-4o_15_63_1243,B1
AR_gpt-4o_15_63_1244,B1
AR_gpt-4o_15_63_1245,B1
AR_gpt-4o_15_63_1246,B1
AR_gpt-4o_15_63_1247,B1
AR_gpt-4o_15_63_1248,B1
AR_gpt-4o_15_63_1249,B1
AR_gpt-4o_15_63_1250,B1
AR_gpt-4o_15_63_1251,B2
AR_gpt-4o_15_63_1252,B2
AR_gpt-4o_15_63_1253,B2
AR_gpt-4o_15_63_1254,B2
AR_gpt-4o_15_63_1255,B2
AR_gpt-4o_15_63_1256,B2
AR_gpt-4o_15_63_1257,B2
AR_gpt-4o_15_63_1258,B2
AR_gpt-4o_15_63_1259,B2
AR_gpt-4o_15_63_1260,B2
AR_gpt-4o_15_64_1261,B1
AR_gpt-4o_15_64_1262,B1
AR_gpt-4o_15_64_1263,B1
AR_gpt-4o_15_64_1264,B1
AR_gpt-4o_15_64_1265,B1
AR_gpt-4o_15_64_1266,B1
AR_gpt-4o_15_64_1267,B1
AR_gpt-4o_15_64_1268,B1
AR_gpt-4o_15_64_1269,B1
AR_gpt-4o_15_64_1270,B1
AR_gpt-4o_15_64_1271,B2
AR_gpt-4o_15_64_1272,B2
AR_gpt-4o_15_64_1273,B2
AR_gpt-4o_15_64_1274,B2
AR_gpt-4o_15_64_1275,B2
AR_gpt-4o_15_64_1276,B2
AR_gpt-4o_15_64_1277,B2
AR_gpt-4o_15_64_1278,B2
AR_gpt-4o_15_64_1279,B2
AR_gpt-4o_15_64_1280,B2
AR_gpt-4o_7_65_1281,B1
AR_gpt-4o_7_65_1282,B1
AR_gpt-4o_7_65_1283,B1
AR_gpt-4o_7_65_1284,B1
AR_gpt-4o_7_65_1285,B1
AR_gpt-4o_7_65_1286,B1
AR_gpt-4o_7_65_1287,B1
AR_gpt-4o_7_65_1288,B1
AR_gpt-4o_7_65_1289,B1
AR_gpt-4o_7_65_1290,B1
AR_gpt-4o_7_65_1291,B2
AR_gpt-4o_7_65_1292,B2
AR_gpt-4o_7_65_1293,B2
AR_gpt-4o_7_65_1294,B2
AR_gpt-4o_7_65_1295,B2
AR_gpt-4o_7_65_1296,B2
AR_gpt-4o_7_65_1297,B2
AR_gpt-4o_7_65_1298,B2
AR_gpt-4o_7_65_1299,B2
AR_gpt-4o_7_65_1300,B2
AR_gpt-4o_4_66_1301,B1
AR_gpt-4o_4_66_1302,B1
AR_gpt-4o_4_66_1303,B1
AR_gpt-4o_4_66_1304,B1
AR_gpt-4o_4_66_1305,B1
AR_gpt-4o_4_66_1306,B1
AR_gpt-4o_4_66_1307,B1
AR_gpt-4o_4_66_1308,B1
AR_gpt-4o_4_66_1309,B1
AR_gpt-4o_4_66_1310,B1
AR_gpt-4o_4_66_1311,B2
AR_gpt-4o_4_66_1312,B2
AR_gpt-4o_4_66_1313,B2
AR_gpt-4o_4_66_1314,B2
AR_gpt-4o_4_66_1315,B2
AR_gpt-4o_4_66_1316,B2
AR_gpt-4o_4_66_1317,B2
AR_gpt-4o_4_66_1318,B2
AR_gpt-4o_4_66_1319,B2
AR_gpt-4o_4_66_1320,B2
AR_gpt-4o_4_67_1321,B1
AR_gpt-4o_4_67_1322,B1
AR_gpt-4o_4_67_1323,B1
AR_gpt-4o_4_67_1324,B1
AR_gpt-4o_4_67_1325,B1
AR_gpt-4o_4_67_1326,B1
AR_gpt-4o_4_67_1327,B1
AR_gpt-4o_4_67_1328,B1
AR_gpt-4o_4_67_1329,B1
AR_gpt-4o_4_67_1330,B1
AR_gpt-4o_4_67_1331,B2
AR_gpt-4o_4_67_1332,B2
AR_gpt-4o_4_67_1333,B2
AR_gpt-4o_4_67_1334,B2
AR_gpt-4o_4_67_1335,B2
AR_gpt-4o_4_67_1336,B2
AR_gpt-4o_4_67_1337,B2
AR_gpt-4o_4_67_1338,B2
AR_gpt-4o_4_67_1339,B2
AR_gpt-4o_4_67_1340,B2
AR_gpt-4o_7_68_1341,B1
AR_gpt-4o_7_68_1342,B1
AR_gpt-4o_7_68_1343,B1
AR_gpt-4o_7_68_1344,B1
AR_gpt-4o_7_68_1345,B1
AR_gpt-4o_7_68_1346,B1
AR_gpt-4o_7_68_1347,B1
AR_gpt-4o_7_68_1348,B1
AR_gpt-4o_7_68_1349,B1
AR_gpt-4o_7_68_1350,B1
AR_gpt-4o_7_68_1351,B2
AR_gpt-4o_7_68_1352,B2
AR_gpt-4o_7_68_1353,B2
AR_gpt-4o_7_68_1354,B2
AR_gpt-4o_7_68_1355,B2
AR_gpt-4o_7_68_1356,B2
AR_gpt-4o_7_68_1357,B2
AR_gpt-4o_7_68_1358,B2
AR_gpt-4o_7_68_1359,B2
AR_gpt-4o_7_68_1360,B2
AR_gpt-4o_15_69_1361,B1
AR_gpt-4o_15_69_1362,B1
AR_gpt-4o_15_69_1363,B1
AR_gpt-4o_15_69_1364,B1
AR_gpt-4o_15_69_1365,B1
AR_gpt-4o_15_69_1366,B1
AR_gpt-4o_15_69_1367,B1
AR_gpt-4o_15_69_1368,B1
AR_gpt-4o_15_69_1369,B1
AR_gpt-4o_15_69_1370,B1
AR_gpt-4o_15_69_1371,B2
AR_gpt-4o_15_69_1372,B2
AR_gpt-4o_15_69_1373,B2
AR_gpt-4o_15_69_1374,B2
AR_gpt-4o_15_69_1375,B2
AR_gpt-4o_15_69_1376,B2
AR_gpt-4o_15_69_1377,B2
AR_gpt-4o_15_69_1378,B2
AR_gpt-4o_15_69_1379,B2
AR_gpt-4o_15_69_1380,B2
AR_gpt-4o_6_70_1381,B1
AR_gpt-4o_6_70_1382,B1
AR_gpt-4o_6_70_1383,B1
AR_gpt-4o_6_70_1384,B1
AR_gpt-4o_6_70_1385,B1
AR_gpt-4o_6_70_1386,B1
AR_gpt-4o_6_70_1387,B1
AR_gpt-4o_6_70_1388,B1
AR_gpt-4o_6_70_1389,B1
AR_gpt-4o_6_70_1390,B1
AR_gpt-4o_6_70_1391,B2
AR_gpt-4o_6_70_1392,B2
AR_gpt-4o_6_70_1393,B2
AR_gpt-4o_6_70_1394,B2
AR_gpt-4o_6_70_1395,B2
AR_gpt-4o_6_70_1396,B2
AR_gpt-4o_6_70_1397,B2
AR_gpt-4o_6_70_1398,B2
AR_gpt-4o_6_70_1399,B2
AR_gpt-4o_6_70_1400,B2
AR_gpt-4o_10_71_1401,B1
AR_gpt-4o_10_71_1402,B1
AR_gpt-4o_10_71_1403,B1
AR_gpt-4o_10_71_1404,B1
AR_gpt-4o_10_71_1405,B1
AR_gpt-4o_10_71_1406,B1
AR_gpt-4o_10_71_1407,B1
AR_gpt-4o_10_71_1408,B1
AR_gpt-4o_10_71_1409,B1
AR_gpt-4o_10_71_1410,B1
AR_gpt-4o_10_71_1411,B2
AR_gpt-4o_10_71_1412,B2
AR_gpt-4o_10_71_1413,B2
AR_gpt-4o_10_71_1414,B2
AR_gpt-4o_10_71_1415,B2
AR_gpt-4o_10_71_1416,B2
AR_gpt-4o_10_71_1417,B2
AR_gpt-4o_10_71_1418,B2
AR_gpt-4o_10_71_1419,B2
AR_gpt-4o_10_71_1420,B2
AR_gpt-4o_6_72_1421,B1
AR_gpt-4o_6_72_1422,B1
AR_gpt-4o_6_72_1423,B1
AR_gpt-4o_6_72_1424,B1
AR_gpt-4o_6_72_1425,B1
AR_gpt-4o_6_72_1426,B1
AR_gpt-4o_6_72_1427,B1
AR_gpt-4o_6_72_1428,B1
AR_gpt-4o_6_72_1429,B1
AR_gpt-4o_6_72_1430,B1
AR_gpt-4o_6_72_1431,B2
AR_gpt-4o_6_72_1432,B2
AR_gpt-4o_6_72_1433,B2
AR_gpt-4o_6_72_1434,B2
AR_gpt-4o_6_72_1435,B2
AR_gpt-4o_6_72_1436,B2
AR_gpt-4o_6_72_1437,B2
AR_gpt-4o_6_72_1438,B2
AR_gpt-4o_6_72_1439,B2
AR_gpt-4o_6_72_1440,B2
AR_gpt-4o_14_73_1441,B1
AR_gpt-4o_14_73_1442,B1
AR_gpt-4o_14_73_1443,B1
AR_gpt-4o_14_73_1444,B1
AR_gpt-4o_14_73_1445,B1
AR_gpt-4o_14_73_1446,B1
AR_gpt-4o_14_73_1447,B1
AR_gpt-4o_14_73_1448,B1
